"Journal Data Filtered By:  Selected Categories: OCEANOGRAPHY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"OCEANOGRAPHY","OCEANOGRAPHY","OCEANOGRAPHY SOC","1042-8275","1042-8275","OCEANOGRAPHY","SCIE","4,800","2.8","Q2","0.8","82.64"%," 18/65 ","3","Q2","2.7","2.2",
"BULLETIN OF MARINE SCIENCE","B MAR SCI","ROSENSTIEL SCH MAR ATMOS SCI","0007-4977","1553-6955","OCEANOGRAPHY","SCIE","4,316","1.2","Q4","0.44","12.63"%," 52/65 ","1.6","Q3","1.1","0.7",
"JOURNAL OF SEA RESEARCH","J SEA RES","ELSEVIER","1385-1101","1873-1414","OCEANOGRAPHY","SCIE","4,172","2.9","Q1","0.89","99.65"%," 16/65 ","2.6","Q2","2.8","0.7",
"Ocean Science","OCEAN SCI","COPERNICUS GESELLSCHAFT MBH","1812-0784","1812-0792","OCEANOGRAPHY","SCIE","4,025","3.3","Q1","1.02","100"%," 11/65 ","4.2","Q1","3.1","0.8",
"LIMNOLOGY AND OCEANOGRAPHY-METHODS","LIMNOL OCEANOGR-METH","WILEY","1541-5856","1541-5856","OCEANOGRAPHY","SCIE","3,832","1.9","Q3","0.69","65.38"%," 37/65 ","2.4","Q2","1.8","0.5",
"ACTA OCEANOLOGICA SINICA","ACTA OCEANOL SIN","SPRINGER","0253-505X","1869-1099","OCEANOGRAPHY","SCIE","3,396","1.4","Q3","0.41","0.21"%," 45/65 ","1.5","Q4","1.3","0.2",
"OCEAN DYNAMICS","OCEAN DYNAM","SPRINGER HEIDELBERG","1616-7341","1616-7228","OCEANOGRAPHY","SCIE","3,199","1.9","Q3","0.65","37.24"%," 37/65 ","2.1","Q3","1.7","0.4",
"MARINE GEORESOURCES & GEOTECHNOLOGY","MAR GEORESOUR GEOTEC","TAYLOR & FRANCIS INC","1064-119X","1521-0618","OCEANOGRAPHY","SCIE","3,125","2.2","Q2","0.55","2.35"%," 28/65 ","2.7","Q2","1.8","0.5",
"JOURNAL OF NAVIGATION","J NAVIGATION","CAMBRIDGE UNIV PRESS","0373-4633","1469-7785","OCEANOGRAPHY","SCIE","2,746","2.3","Q2","0.65","24.8"%," 27/65 ","2.5","Q2","2.2","0.4",
"JOURNAL OF OCEANOGRAPHY","J OCEANOGR","SPRINGER","0916-8370","1573-868X","OCEANOGRAPHY","SCIE","2,671","1.6","Q3","0.46","30.3"%," 41/65 ","2.1","Q3","1.4","0.6",
"Paleoceanography and Paleoclimatology","PALEOCEANOGR PALEOCL","AMER GEOPHYSICAL UNION","2572-4517","2572-4525","OCEANOGRAPHY","SCIE","2,549","3.2","Q1","1.21","47.21"%," 13/65 ","3.6","Q1","2.7","0.6",
"TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY","TELLUS A","STOCKHOLM UNIV PRESS","N/A","1600-0870","OCEANOGRAPHY","SCIE","2,532","1.3","Q4","0.38","91.94"%," 49/65 ","1.6","Q3","1.2","0.1",
"Journal of Ocean University of China","J OCEAN U CHINA","OCEAN UNIV CHINA","1672-5182","1993-5021","OCEANOGRAPHY","SCIE","2,405","1.2","Q4","0.39","0"%," 52/65 ","1.5","Q4","1.2","0.3",
"FISHERIES OCEANOGRAPHY","FISH OCEANOGR","WILEY","1054-6006","1365-2419","OCEANOGRAPHY","SCIE","2,274","2.7","Q2","0.81","32.81"%," 20/65 ","2.6","Q2","2.5","0.2",
"NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH","NEW ZEAL J MAR FRESH","TAYLOR & FRANCIS LTD","0028-8330","1175-8805","OCEANOGRAPHY","SCIE","2,095","1.7","Q3","0.49","21.49"%," 40/65 ","1.8","Q3","1.4","0.3",
"Limnology and Oceanography Letters","LIMNOL OCEANOGR LETT","WILEY","N/A","2378-2242","OCEANOGRAPHY","SCIE","2,057","5","Q1","1.48","96.71"%," 5/65 ","6.2","Q1","4.8","2",
"ENVIRONMENTAL FLUID MECHANICS","ENVIRON FLUID MECH","SPRINGER","1567-7419","1573-1510","OCEANOGRAPHY","SCIE","1,895","2.1","Q2","0.51","33.92"%," 32/65 ","2.3","Q3","1.9","0.4",
"Journal of Oceanology and Limnology","J OCEANOL LIMNOL","SCIENCE PRESS","2096-5508","2523-3521","OCEANOGRAPHY","SCIE","1,720","1.3","Q4","0.47","0.41"%," 49/65 ","1.5","Q4","1.3","0.4",
"GEO-MARINE LETTERS","GEO-MAR LETT","SPRINGER","0276-0460","1432-1157","OCEANOGRAPHY","SCIE","1,709","1.4","Q3","0.42","18.03"%," 45/65 ","1.8","Q3","1.4","0.4",
"OCEANOLOGIA","OCEANOLOGIA","POLISH ACAD SCIENCES INST OCEANOLOGY","0078-3234","2300-7370","OCEANOGRAPHY","SCIE","1,555","2.4","Q2","0.93","95.86"%," 25/65 ","2.3","Q3","2.3","0.9",
"POLAR RESEARCH","POLAR RES-SWEDEN","OPEN ACADEMIA AB","0800-0395","1751-8369","OCEANOGRAPHY","SCIE","1,527","1.3","Q4","0.35","100"%," 49/65 ","1.8","Q3","1.3","0.2",
"DYNAMICS OF ATMOSPHERES AND OCEANS","DYNAM ATMOS OCEANS","ELSEVIER","0377-0265","1872-6879","OCEANOGRAPHY","SCIE","1,473","2","Q3","0.51","10.96"%," 35/65 ","2","Q3","1.9","0.4",
"MARINE GEOPHYSICAL RESEARCH","MAR GEOPHYS RES","SPRINGER","0025-3235","1573-0581","OCEANOGRAPHY","SCIE","1,408","2.2","Q2","0.54","24.47"%," 28/65 ","2.3","Q3","1.9","0.9",
"IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS","IZV ATMOS OCEAN PHY+","MAIK NAUKA/INTERPERIODICA/SPRINGER","0001-4338","1555-628X","OCEANOGRAPHY","SCIE","1,349","0.6","Q4","0.2","0.21"%," 60/65 ","0.6","Q4","0.4","<0.1",
"OCEANOLOGY","OCEANOLOGY+","PLEIADES PUBLISHING INC","0001-4370","1531-8508","OCEANOGRAPHY","SCIE","1,347","0.8","Q4","0.29","4.4"%," 58/65 ","0.8","Q4","0.5","0.2",
"ATMOSPHERE-OCEAN","ATMOS OCEAN","TAYLOR & FRANCIS LTD","0705-5900","1480-9214","OCEANOGRAPHY","SCIE","1,341","1.8","Q3","0.41","32.86"%," 39/65 ","1.6","Q3","1.7","0.3",
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","TERR ATMOS OCEAN SCI","SPRINGERNATURE","1017-0839","2311-7680","OCEANOGRAPHY","SCIE","1,185","1.6","Q3","0.26","100"%," 41/65 ","1.1","Q4","1.5","0.3",
"MARINE GEODESY","MAR GEOD","TAYLOR & FRANCIS INC","0149-0419","1521-060X","OCEANOGRAPHY","SCIE","1,142","1.4","Q3","0.42","8.33"%," 45/65 ","1.6","Q3","1.3","0.2",
"Indian Journal of Geo-Marine Sciences","INDIAN J GEO-MAR SCI","NATL INST SCIENCE COMMUNICATION-NISCAIR","N/A","2582-6727","OCEANOGRAPHY","SCIE","1,140","0.3","Q4","0.11","79.01"%," 64/65 ","0.5","Q4","0.3","<0.1",
"MARINE TECHNOLOGY SOCIETY JOURNAL","MAR TECHNOL SOC J","MARINE TECHNOLOGY SOC INC","0025-3324","1948-1209","OCEANOGRAPHY","SCIE","1,115","1","Q4","0.2","2.08"%," 54/65 ","0.9","Q4","1","0.2",
"Ocean Science Journal","OCEAN SCI J","KOREA INST OCEAN SCIENCE & TECHNOLOGY-KIOST","1738-5261","2005-7172","OCEANOGRAPHY","SCIE","873","1.4","Q3","0.42","5.76"%," 45/65 ","1.5","Q4","1.4","0.3",
"THALASSAS","THALASSAS","SPRINGER INT PUBL AG","0212-5919","2366-1674","OCEANOGRAPHY","SCIE","664","0.7","Q4","0.25","7.63"%," 59/65 ","0.8","Q4","0.6","0.4",
"REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA","REV BIOL MAR OCEANOG","UNIV VALPARAISO, Faculty Marine Sciences and Natural Resources","0717-3326","0718-1957","OCEANOGRAPHY","SCIE","630","0.5","Q4","0.08","96.25"%," 62/65 ","0.4","Q4","0.5","<0.1",
"OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES","OCEANOL HYDROBIOL ST","WALTER DE GRUYTER GMBH","1730-413X","1897-3191","OCEANOGRAPHY","SCIE","601","1","Q4","0.32","92.79"%," 54/65 ","1.1","Q4","0.9","0.1",
"Journal of Operational Oceanography","J OPER OCEANOGR","TAYLOR & FRANCIS LTD","1755-876X","1755-8778","OCEANOGRAPHY","SCIE","579","2.4","Q2","0.4","36"%," 25/65 ","2.9","Q2","2.3","<0.1",
"Journal of Southern Hemisphere Earth Systems Science","J SO HEMISPH EARTH","CSIRO PUBLISHING","N/A","2206-5865","OCEANOGRAPHY","SCIE","468","3.3","Q1","0.72","100"%," 11/65 ","4","Q1","2.8","0.1",
"ACTA ADRIATICA","ACTA ADRIAT","INST OCEANOGRAFIJU I RIBARSTVO","0001-5113","1846-0453","OCEANOGRAPHY","SCIE","401","0.6","Q4","0.28","91.38"%," 60/65 ","0.8","Q4","0.6","0.2",
"Plankton & Benthos Research","PLANKTON BENTHOS RES","PLANKTON SOC JAPAN","1880-8247","1882-627X","OCEANOGRAPHY","SCIE","366","0.9","Q4","0.26","96.7"%," 57/65 ","0.8","Q4","0.8","0.1",
"Physical Oceanography","PHYS OCEANOGR","FEDERAL STATE BUDGET SCIENTIFIC INST, MARINE HYDROPHYSICAL INST","0928-5105","1573-160X","OCEANOGRAPHY","ESCI","313","0.4","Q4","0.19","0.65"%," 63/65 ","0.6","Q4","0.2","0.1",
"NAVAL ENGINEERS JOURNAL","NAV ENG J","AMER SOC NAVAL ENG INC","0028-1425","1559-3584","OCEANOGRAPHY","SCIE","311","0.3","Q4","0.08","0"%," 64/65 ","0.2","Q4","0.3","<0.1",
"Anthropocene Coasts","ANTHROPOCENE COASTS","SPRINGERNATURE","N/A","2561-4150","OCEANOGRAPHY","ESCI","273","2.5","Q2","0.62","100"%," 22/65 ","3.1","Q1","2.3","0.6",
"Oceans-Switzerland","OCEANS-BASEL","MDPI","N/A","2673-1924","OCEANOGRAPHY","ESCI","270","1.6","Q3","0.54","100"%," 41/65 ","1.9","Q3","1.5","0.5",
"Ocean and Coastal Research","OCEAN COAST RES","INST OCEANOGRAFICO, UNIV SAO PAULO","N/A","2675-2824","OCEANOGRAPHY","SCIE","202","1","Q4","0.43","97.16"%," 54/65 ","1","Q4","1","0.5",

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
