"Journal Data Filtered By:  Selected Categories: PLANT SCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"ANNALS OF BOTANY","ANN BOT-LONDON","OXFORD UNIV PRESS","0305-7364","1095-8290","PLANT SCIENCES","SCIE","24,287","3.6","Q1","1.05","32.03"%," 58/273 ","4.5","Q1","3.4","1.1",
"Annual Review of Plant Biology","ANNU REV PLANT BIOL","ANNUAL REVIEWS","1543-5008","1545-2123","PLANT SCIENCES","SCIE","23,852","26.5","Q1","2.75","67.86"%," 1/273 ","30.5","Q1","26.3","3.3",
"PLANT SCIENCE","PLANT SCI","ELSEVIER IRELAND LTD","0168-9452","1873-2259","PLANT SCIENCES","SCIE","23,096","4.1","Q1","1","10.15"%," 45/273 ","5.1","Q1","4","1.1",
"PLANTA","PLANTA","SPRINGER","0032-0935","1432-2048","PLANT SCIENCES","SCIE","23,016","3.8","Q1","0.88","19.53"%," 52/273 ","4.4","Q1","3.7","1.2",
"THEORETICAL AND APPLIED GENETICS","THEOR APPL GENET","SPRINGER","0040-5752","1432-2242","PLANT SCIENCES","SCIE","22,084","4.2","Q1","1.2","29.95"%," 44/273 ","4.9","Q1","3.7","0.9",
"PLANT AND CELL PHYSIOLOGY","PLANT CELL PHYSIOL","OXFORD UNIV PRESS","0032-0781","1471-9053","PLANT SCIENCES","SCIE","21,087","4","Q1","0.8","26.51"%," 49/273 ","4.7","Q1","3.7","1.2",
"PHYSIOLOGIA PLANTARUM","PHYSIOL PLANTARUM","WILEY","0031-9317","1399-3054","PLANT SCIENCES","SCIE","20,156","3.6","Q1","1.27","23.52"%," 58/273 ","5.4","Q1","3.4","1",
"PLANT BIOTECHNOLOGY JOURNAL","PLANT BIOTECHNOL J","WILEY","1467-7644","1467-7652","PLANT SCIENCES","SCIE","20,155","10.5","Q1","2.25","99.51"%," 8/273 ","12.4","Q1","10.2","1.7",
"ENVIRONMENTAL AND EXPERIMENTAL BOTANY","ENVIRON EXP BOT","PERGAMON-ELSEVIER SCIENCE LTD","0098-8472","1873-7307","PLANT SCIENCES","SCIE","19,656","4.7","Q1","1.1","13.8"%," 36/273 ","5.4","Q1","4.5","0.9",
"Nature Plants","NAT PLANTS","NATURE PORTFOLIO","2055-026X","2055-0278","PLANT SCIENCES","SCIE","18,461","13.6","Q1","4.18","21.84"%," 4/273 ","17","Q1","13.2","2.3",
"PHYTOPATHOLOGY","PHYTOPATHOLOGY","AMER PHYTOPATHOLOGICAL SOC","0031-949X","1943-7684","PLANT SCIENCES","SCIE","18,200","3.1","Q2","0.87","7.91"%," 76/273 ","3.5","Q2","2.9","1",
"CURRENT OPINION IN PLANT BIOLOGY","CURR OPIN PLANT BIOL","CURRENT BIOLOGY LTD","1369-5266","1879-0356","PLANT SCIENCES","SCIE","17,836","7.5","Q1","0.91","40.18"%," 16/273 ","9.1","Q1","7.3","0.8",
"AMERICAN JOURNAL OF BOTANY","AM J BOT","WILEY","0002-9122","1537-2197","PLANT SCIENCES","SCIE","16,812","2.7","Q2","0.76","37.72"%," 87/273 ","3","Q2","2.5","0.6",
"JOURNAL OF PLANT PHYSIOLOGY","J PLANT PHYSIOL","ELSEVIER GMBH","0176-1617","1618-1328","PLANT SCIENCES","SCIE","16,133","4.1","Q1","1.07","11.97"%," 45/273 ","4.3","Q1","4","0.8",
"PLANT MOLECULAR BIOLOGY","PLANT MOL BIOL","SPRINGER","0167-4412","1573-5028","PLANT SCIENCES","SCIE","15,851","3.8","Q1","0.88","23.4"%," 52/273 ","4.6","Q1","3.7","0.8",
"SOUTH AFRICAN JOURNAL OF BOTANY","S AFR J BOT","ELSEVIER","0254-6299","1727-9321","PLANT SCIENCES","SCIE","14,098","2.7","Q2","0.79","50.68"%," 87/273 ","3.1","Q2","2.6","0.7",
"PLANT CELL REPORTS","PLANT CELL REP","SPRINGER","0721-7714","1432-203X","PLANT SCIENCES","SCIE","13,218","4.5","Q1","1.13","12.27"%," 38/273 ","6.1","Q1","4.3","1.5",
"Journal of Integrative Plant Biology","J INTEGR PLANT BIOL","WILEY","1672-9072","1744-7909","PLANT SCIENCES","SCIE","13,205","9.3","Q1","2.06","21.34"%," 9/273 ","10.8","Q1","8.8","2.7",
"PLANTA MEDICA","PLANTA MED","GEORG THIEME VERLAG KG","0032-0943","1439-0221","PLANT SCIENCES","SCIE","12,774","2","Q2","0.49","10.12"%," 118/273 ","2.7","Q2","1.9","0.4",
"Horticulture Research","HORTIC RES-ENGLAND","OXFORD UNIV PRESS INC","2662-6810","2052-7276","PLANT SCIENCES","SCIE","12,710","8.5","Q1","2.34","99.66"%," 10/273 ","9.1","Q1","7.8","1.9",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","AMER PHYTOPATHOLOGICAL SOC","0894-0282","1943-7706","PLANT SCIENCES","SCIE","11,417","3.5","Q1","0.82","97.45"%," 66/273 ","3.5","Q2","3.4","1.4",
"MOLECULAR PLANT PATHOLOGY","MOL PLANT PATHOL","WILEY","1464-6722","1364-3703","PLANT SCIENCES","SCIE","11,253","4.9","Q1","1.28","98.14"%," 31/273 ","5.6","Q1","4.7","1",
"Plant Signaling & Behavior","PLANT SIGNAL BEHAV","TAYLOR & FRANCIS INC","1559-2316","1559-2324","PLANT SCIENCES","SCIE","10,702","3.6","Q1","0.69","100"%," 58/273 ","3.5","Q2","3.5","1",
"EUPHYTICA","EUPHYTICA","SPRINGER","0014-2336","1573-5060","PLANT SCIENCES","SCIE","10,658","1.7","Q2","0.48","17.67"%," 132/273 ","1.8","Q3","1.5","0.5",
"JOURNAL OF PLANT GROWTH REGULATION","J PLANT GROWTH REGUL","SPRINGER","0721-7595","1435-8107","PLANT SCIENCES","SCIE","10,585","4.4","Q1","1.14","9.83"%," 41/273 ","4.9","Q1","4.2","0.8",
"PHARMACEUTICAL BIOLOGY","PHARM BIOL","TAYLOR & FRANCIS LTD","1388-0209","1744-5116","PLANT SCIENCES","SCIE","10,212","4.8","Q1","1.56","99.02"%," 33/273 ","4.4","Q1","4.7","1.5",
"Annual Review of Phytopathology","ANNU REV PHYTOPATHOL","ANNUAL REVIEWS","0066-4286","1545-2107","PLANT SCIENCES","SCIE","9,328","11.9","Q1","1.22","60.38"%," 5/273 ","12.4","Q1","11.7","1.4",
"COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS","COMMUN SOIL SCI PLAN","TAYLOR & FRANCIS INC","0010-3624","1532-2416","PLANT SCIENCES","SCIE","9,298","1.4","Q3","0.36","1.69"%," 162/273 ","1.8","Q3","1.4","0.3",
"PLANT PATHOLOGY","PLANT PATHOL","WILEY","0032-0862","1365-3059","PLANT SCIENCES","SCIE","9,225","2.4","Q2","0.6","25.52"%," 99/273 ","2.8","Q2","2.3","0.5",
"Phytotaxa","PHYTOTAXA","MAGNOLIA PRESS","1179-3155","1179-3163","PLANT SCIENCES","SCIE","8,862","1","Q3","0.31","0.2"%," 204/273 ","1","Q4","0.6","0.3",
"JOURNAL OF VEGETATION SCIENCE","J VEG SCI","WILEY","1100-9233","1654-1103","PLANT SCIENCES","SCIE","8,837","2.7","Q2","0.82","38.54"%," 87/273 ","3","Q2","2.4","0.6",
"PLANT CELL TISSUE AND ORGAN CULTURE","PLANT CELL TISS ORG","SPRINGER","0167-6857","1573-5044","PLANT SCIENCES","SCIE","8,802","2.4","Q2","0.61","15.17"%," 99/273 ","2.6","Q2","2","0.6",
"ACTA PHYSIOLOGIAE PLANTARUM","ACTA PHYSIOL PLANT","SPRINGER HEIDELBERG","0137-5881","1861-1664","PLANT SCIENCES","SCIE","8,801","2.2","Q2","0.68","6.95"%," 112/273 ","2.8","Q2","2.1","0.5",
"JOURNAL OF PLANT NUTRITION","J PLANT NUTR","TAYLOR & FRANCIS INC","0190-4167","1532-4087","PLANT SCIENCES","SCIE","8,756","1.7","Q2","0.43","1.42"%," 132/273 ","2.3","Q2","1.6","0.3",
"JOURNAL OF PHYCOLOGY","J PHYCOL","WILEY","N/A","1529-8817","PLANT SCIENCES","SCIE","8,570","3.4","Q2","1.03","39.22"%," 69/273 ","3.1","Q2","3","0.8",
"EUROPEAN JOURNAL OF PLANT PATHOLOGY","EUR J PLANT PATHOL","SPRINGER","0929-1873","1573-8469","PLANT SCIENCES","SCIE","8,360","1.9","Q2","0.54","24.44"%," 122/273 ","2","Q2","1.8","0.5",
"Journal of Soil Science and Plant Nutrition","J SOIL SCI PLANT NUT","SPRINGER INT PUBL AG","0718-9508","0718-9516","PLANT SCIENCES","SCIE","8,039","3.1","Q2","0.75","13.93"%," 76/273 ","3.6","Q2","2.8","0.7",
"PLANT GROWTH REGULATION","PLANT GROWTH REGUL","SPRINGER","0167-6903","1573-5087","PLANT SCIENCES","SCIE","7,836","3.9","Q1","0.85","9.01"%," 50/273 ","3.8","Q1","3.8","0.6",
"PHOTOSYNTHESIS RESEARCH","PHOTOSYNTH RES","SPRINGER","0166-8595","1573-5079","PLANT SCIENCES","SCIE","7,741","3.7","Q1","0.86","33.02"%," 56/273 ","3.5","Q2","3.4","0.8",
"Plant Methods","PLANT METHODS","BMC","N/A","1746-4811","PLANT SCIENCES","SCIE","7,660","4.4","Q1","1.23","100"%," 41/273 ","5.7","Q1","4.2","0.9",
"PLANT BIOLOGY","PLANT BIOLOGY","WILEY","1435-8603","1438-8677","PLANT SCIENCES","SCIE","7,494","3.6","Q1","0.89","30.77"%," 58/273 ","4.4","Q1","3.5","0.7",
"FUNCTIONAL PLANT BIOLOGY","FUNCT PLANT BIOL","CSIRO PUBLISHING","1445-4408","1445-4416","PLANT SCIENCES","SCIE","6,634","2.7","Q2","0.79","14.55"%," 87/273 ","3","Q2","2.6","1",
"Crop Journal","CROP J","KEAI PUBLISHING LTD","2095-5421","2214-5141","PLANT SCIENCES","SCIE","6,161","5.6","Q1","1.75","95.52"%," 27/273 ","6","Q1","5.5","1.5",
"TAXON","TAXON","WILEY","0040-0262","1996-8175","PLANT SCIENCES","SCIE","6,147","2","Q2","0.56","16.4"%," 118/273 ","3.4","Q2","1.8","0.7",
"PHYTOCHEMISTRY REVIEWS","PHYTOCHEM REV","SPRINGER","1568-7767","1572-980X","PLANT SCIENCES","SCIE","6,079","7.6","Q1","1.66","23.41"%," 15/273 ","9","Q1","7.5","0.9",
"PROTOPLASMA","PROTOPLASMA","SPRINGER WIEN","0033-183X","1615-6102","PLANT SCIENCES","SCIE","6,025","2.5","Q2","0.52","10.53"%," 95/273 ","3","Q2","2.3","0.6",
"MOLECULAR BREEDING","MOL BREEDING","SPRINGER","1380-3743","1572-9788","PLANT SCIENCES","SCIE","5,955","3","Q2","0.83","12.2"%," 79/273 ","3","Q2","2.8","0.8",
"WEED SCIENCE","WEED SCI","CAMBRIDGE UNIV PRESS","0043-1745","1550-2759","PLANT SCIENCES","SCIE","5,891","2.5","Q2","0.66","68.83"%," 95/273 ","2.6","Q2","2.1","0.4",
"PLANT ECOLOGY","PLANT ECOL","SPRINGER","1385-0237","1573-5052","PLANT SCIENCES","SCIE","5,863","1.7","Q2","0.57","21.05"%," 132/273 ","1.8","Q3","1.6","0.4",
"REVIEW OF PALAEOBOTANY AND PALYNOLOGY","REV PALAEOBOT PALYNO","ELSEVIER","0034-6667","1879-0615","PLANT SCIENCES","SCIE","5,843","1.7","Q2","0.73","17.53"%," 132/273 ","1.8","Q3","1.4","0.4",
"BOTANICAL JOURNAL OF THE LINNEAN SOCIETY","BOT J LINN SOC","OXFORD UNIV PRESS","0024-4074","1095-8339","PLANT SCIENCES","SCIE","5,804","2.2","Q2","0.6","16.34"%," 112/273 ","2.2","Q2","2.1","0.3",
"PAKISTAN JOURNAL OF BOTANY","PAK J BOT","PAKISTAN BOTANICAL SOC","0556-3321","2070-3368","PLANT SCIENCES","SCIE","5,397","0.9","Q4","0.31","0"%," 211/273 ","1","Q4","0.8","0.3",
"JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE","J PLANT NUTR SOIL SC","WILEY-V C H VERLAG GMBH","1436-8730","1522-2624","PLANT SCIENCES","SCIE","5,372","2.8","Q2","0.69","56.46"%," 86/273 ","2.8","Q2","2.7","0.5",
"AQUATIC BOTANY","AQUAT BOT","ELSEVIER","0304-3770","1879-1522","PLANT SCIENCES","SCIE","5,348","2.6","Q2","0.71","23.29"%," 91/273 ","2.2","Q2","2.4","0.4",
"PLANT FOODS FOR HUMAN NUTRITION","PLANT FOOD HUM NUTR","SPRINGER","0921-9668","1573-9104","PLANT SCIENCES","SCIE","5,162","3.6","Q1","0.69","16.72"%," 58/273 ","4.1","Q1","3.4","1.2",
"GENETIC RESOURCES AND CROP EVOLUTION","GENET RESOUR CROP EV","SPRINGER","0925-9864","1573-5109","PLANT SCIENCES","SCIE","5,096","N/A","N/A","0.43","12.88"%," N/A ","N/A","N/A","N/A","N/A",
"PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS","PHYSIOL MOL BIOL PLA","SPRINGER","0971-5894","0974-0430","PLANT SCIENCES","SCIE","5,009","3.3","Q2","0.83","5.83"%," 73/273 ","3.9","Q1","3.2","0.7",
"Journal of Ethnobiology and Ethnomedicine","J ETHNOBIOL ETHNOMED","BMC","N/A","1746-4269","PLANT SCIENCES","SCIE","4,654","3.7","Q1","1.02","100"%," 56/273 ","4.1","Q1","2.5","1.2",
"CRITICAL REVIEWS IN PLANT SCIENCES","CRIT REV PLANT SCI","TAYLOR & FRANCIS INC","0735-2689","1549-7836","PLANT SCIENCES","SCIE","4,591","4.9","Q1","0.56","15.79"%," 31/273 ","6.7","Q1","4.8","2.6",
"PLANT SYSTEMATICS AND EVOLUTION","PLANT SYST EVOL","SPRINGER WIEN","0378-2697","1615-6110","PLANT SCIENCES","SCIE","4,576","1.6","Q3","0.46","22.9"%," 139/273 ","1.7","Q3","1.5","0.3",
"PHOTOSYNTHETICA","PHOTOSYNTHETICA","ACAD SCIENCES CZECH REPUBLIC, INST EXPERIMENTAL BOTANY","0300-3604","1573-9058","PLANT SCIENCES","SCIE","4,489","1.6","Q3","0.49","100"%," 139/273 ","2.4","Q2","1.5","0.6",
"PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY","PHYSIOL MOL PLANT P","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0885-5765","0885-5765","PLANT SCIENCES","SCIE","4,426","3.3","Q2","0.89","4.45"%," 73/273 ","3.2","Q2","3.1","0.5",
"Plant Communications","PLANT COMMUN","CELL PRESS","2590-3462","2590-3462","PLANT SCIENCES","SCIE","4,413","11.6","Q1","2.14","100"%," 6/273 ","11.8","Q1","11.3","4.3",
"CANADIAN JOURNAL OF PLANT SCIENCE","CAN J PLANT SCI","CANADIAN SCIENCE PUBLISHING","0008-4220","1918-1833","PLANT SCIENCES","SCIE","4,273","1.3","Q3","0.37","46.98"%," 174/273 ","1.2","Q3","1","0.4",
"SOIL SCIENCE AND PLANT NUTRITION","SOIL SCI PLANT NUTR","TAYLOR & FRANCIS LTD","0038-0768","1747-0765","PLANT SCIENCES","SCIE","4,272","1.8","Q2","0.41","6.85"%," 127/273 ","2.3","Q2","1.6","0.4",
"WEED TECHNOLOGY","WEED TECHNOL","CAMBRIDGE UNIV PRESS","0890-037X","1550-2740","PLANT SCIENCES","SCIE","4,238","1.7","Q2","0.45","76.71"%," 132/273 ","1.7","Q3","1.3","0.2",
"MYCORRHIZA","MYCORRHIZA","SPRINGER","0940-6360","1432-1890","PLANT SCIENCES","SCIE","4,202","3.8","Q1","0.95","40.54"%," 52/273 ","3.7","Q1","3.5","0.6",
"FLORA","FLORA","ELSEVIER GMBH","0367-2530","1618-0585","PLANT SCIENCES","SCIE","4,026","1.8","Q2","0.32","8.76"%," 127/273 ","1.9","Q3","1.6","0.5",
"INTERNATIONAL JOURNAL OF PLANT SCIENCES","INT J PLANT SCI","UNIV CHICAGO PRESS","1058-5893","1537-5315","PLANT SCIENCES","SCIE","3,904","1.6","Q3","0.37","7.59"%," 139/273 ","2.1","Q2","1.5","0.8",
"JOURNAL OF PLANT RESEARCH","J PLANT RES","SPRINGER JAPAN KK","0918-9440","1618-0860","PLANT SCIENCES","SCIE","3,856","2.3","Q2","0.74","22.69"%," 108/273 ","2.9","Q2","2.3","0.5",
"PLANT BREEDING","PLANT BREEDING","WILEY","0179-9541","1439-0523","PLANT SCIENCES","SCIE","3,849","1.8","Q2","0.38","25.1"%," 127/273 ","2","Q2","1.7","0.1",
"PHYTOCHEMICAL ANALYSIS","PHYTOCHEM ANALYSIS","WILEY","0958-0344","1099-1565","PLANT SCIENCES","SCIE","3,846","2.6","Q2","0.72","10.16"%," 91/273 ","2.9","Q2","2.3","0.6",
"Phytochemistry Letters","PHYTOCHEM LETT","ELSEVIER","1874-3900","1876-7486","PLANT SCIENCES","SCIE","3,721","1.4","Q3","0.38","2.21"%," 162/273 ","1.5","Q3","1.3","0.5",
"BIOLOGIA PLANTARUM","BIOL PLANTARUM","ACAD SCIENCES CZECH REPUBLIC, INST EXPERIMENTAL BOTANY","0006-3134","1573-8264","PLANT SCIENCES","SCIE","3,610","0.9","Q4","0.24","100"%," 211/273 ","1.3","Q3","0.9","0.3",
"JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH","J ASIAN NAT PROD RES","TAYLOR & FRANCIS LTD","1028-6020","1477-2213","PLANT SCIENCES","SCIE","3,499","1.3","Q3","0.34","0"%," 174/273 ","1.6","Q3","1.2","0.3",
"Plant Genome","PLANT GENOME-US","WILEY","N/A","1940-3372","PLANT SCIENCES","SCIE","3,495","3.8","Q1","1.06","99.68"%," 52/273 ","4.2","Q1","3.5","0.7",
"Journal of Essential Oil Bearing Plants","J ESSENT OIL BEAR PL","TAYLOR & FRANCIS LTD","0972-060X","0976-5026","PLANT SCIENCES","SCIE","3,375","1.8","Q2","0.58","0"%," 127/273 ","2.1","Q2","1.5","0.6",
"JOURNAL OF PHYTOPATHOLOGY","J PHYTOPATHOL","WILEY","0931-1785","1439-0434","PLANT SCIENCES","SCIE","3,364","1.1","Q3","0.33","7.56"%," 195/273 ","1.6","Q3","1.1","0.3",
"Journal of Plant Ecology","J PLANT ECOL","OXFORD UNIV PRESS","1752-9921","1752-993X","PLANT SCIENCES","SCIE","3,267","3.9","Q1","1.03","93.52"%," 50/273 ","2.9","Q2","3.4","0.7",
"AUSTRALIAN JOURNAL OF BOTANY","AUST J BOT","CSIRO PUBLISHING","0067-1924","1444-9862","PLANT SCIENCES","SCIE","3,252","0.9","Q4","0.29","59.17"%," 211/273 ","1.2","Q3","0.8","0.3",
"WEED RESEARCH","WEED RES","WILEY","0043-1737","1365-3180","PLANT SCIENCES","SCIE","3,213","2.4","Q2","0.56","43.09"%," 99/273 ","2.1","Q2","2.2","0.5",
"JOURNAL OF PLANT PATHOLOGY","J PLANT PATHOL","SPRINGER","1125-4653","2239-7264","PLANT SCIENCES","SCIE","3,213","2","Q2","0.39","24.53"%," 118/273 ","2.3","Q2","1.8","0.4",
"PLANT MOLECULAR BIOLOGY REPORTER","PLANT MOL BIOL REP","SPRINGER","0735-9640","1572-9818","PLANT SCIENCES","SCIE","3,207","1.4","Q3","0.39","9.18"%," 162/273 ","1.8","Q3","1.4","0.4",
"AoB Plants","AOB PLANTS","OXFORD UNIV PRESS","2041-2851","2041-2851","PLANT SCIENCES","SCIE","3,135","2.4","Q2","0.71","98.57"%," 99/273 ","3.1","Q2","2.4","0.6",
"IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT","IN VITRO CELL DEV-PL","SPRINGER","1054-5476","1475-2689","PLANT SCIENCES","SCIE","3,028","1.9","Q2","0.52","12.23"%," 122/273 ","2.1","Q2","1.7","0.4",
"Rhizosphere","RHIZOSPHERE-NETH","ELSEVIER","N/A","2452-2198","PLANT SCIENCES","SCIE","2,981","3.5","Q1","0.98","6.76"%," 66/273 ","3.7","Q1","3.3","0.8",
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","WILEY","1402-2001","1654-109X","PLANT SCIENCES","SCIE","2,979","2.6","Q2","0.75","39.53"%," 91/273 ","2.8","Q2","2.3","0.9",
"ECONOMIC BOTANY","ECON BOT","SPRINGER","0013-0001","1874-9364","PLANT SCIENCES","SCIE","2,976","1.3","Q3","0.45","29.73"%," 174/273 ","2","Q2","1.3","0.2",
"Journal of Systematics and Evolution","J SYST EVOL","WILEY","1674-4918","1759-6831","PLANT SCIENCES","SCIE","2,933","2.9","Q2","0.92","21.56"%," 83/273 ","3.3","Q2","2.8","1",
"Plant Stress","PLANT STRESS","ELSEVIER","2667-064X","2667-064X","PLANT SCIENCES","ESCI","2,860","6.9","Q1","1.37","99.52"%," 17/273 ","7","Q1","6.3","1.8",
"BOTANICAL REVIEW","BOT REV","SPRINGER","0006-8101","1874-9372","PLANT SCIENCES","SCIE","2,857","3","Q2","0.51","24.32"%," 79/273 ","5.7","Q1","2.9","1.1",
"RUSSIAN JOURNAL OF PLANT PHYSIOLOGY","RUSS J PLANT PHYSL+","PLEIADES PUBLISHING INC","1021-4437","1608-3407","PLANT SCIENCES","SCIE","2,827","1.1","Q3","0.3","2.76"%," 195/273 ","1.3","Q3","0.9","0.3",
"PHYCOLOGIA","PHYCOLOGIA","TAYLOR & FRANCIS LTD","0031-8884","2330-2968","PLANT SCIENCES","SCIE","2,820","1.4","Q3","0.5","7.14"%," 162/273 ","1.8","Q3","1.4","0.5",
"PLANT BIOSYSTEMS","PLANT BIOSYST","TAYLOR & FRANCIS LTD","1126-3504","1724-5575","PLANT SCIENCES","SCIE","2,793","1.3","Q3","0.44","4.71"%," 174/273 ","1.7","Q3","1.2","0.7",
"Food and Energy Security","FOOD ENERGY SECUR","WILEY","2048-3694","2048-3694","PLANT SCIENCES","SCIE","2,693","4.5","Q1","0.95","97.71"%," 38/273 ","5.4","Q1","4.4","0.7",
"PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","PERSPECT PLANT ECOL","ELSEVIER GMBH","1433-8319","1433-8319","PLANT SCIENCES","SCIE","2,607","2.9","Q2","0.89","36.56"%," 83/273 ","3.7","Q1","2.8","0.6",
"SYSTEMATIC BOTANY","SYST BOT","AMER SOC PLANT TAXONOMISTS","0363-6445","1548-2324","PLANT SCIENCES","SCIE","2,545","0.8","Q4","0.27","5.88"%," 221/273 ","0.9","Q4","0.8","0.2",
"Journal of Plant Interactions","J PLANT INTERACT","TAYLOR & FRANCIS LTD","1742-9145","1742-9153","PLANT SCIENCES","SCIE","2,533","3.3","Q2","0.8","100"%," 73/273 ","3.4","Q2","3.2","1",
