"Journal Data Filtered By:  Selected Categories: ECOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"Ecology and Evolution","ECOL EVOL","WILEY","2045-7758","2045-7758","ECOLOGY","SCIE","29,759","2.3","Q2","0.65","94.8"%," 95/200 ","2.8","Q2","2.1","0.4",
"Methods in Ecology and Evolution","METHODS ECOL EVOL","WILEY","2041-210X","2041-2096","ECOLOGY","SCIE","29,155","6.2","Q1","1.67","87.04"%," 16/200 ","9.3","Q1","5.8","0.8",
"OECOLOGIA","OECOLOGIA","SPRINGER","0029-8549","1432-1939","ECOLOGY","SCIE","29,028","2.3","Q2","0.71","34.85"%," 95/200 ","2.8","Q2","2.3","0.5",
"EVOLUTION","EVOLUTION","OXFORD UNIV PRESS","0014-3820","1558-5646","ECOLOGY","SCIE","27,019","2.6","Q2","0.88","41.07"%," 77/200 ","3.1","Q2","2.4","0.9",
"JOURNAL OF APPLIED ECOLOGY","J APPL ECOL","WILEY","0021-8901","1365-2664","ECOLOGY","SCIE","26,373","4.8","Q1","1.31","57.46"%," 26/200 ","6.1","Q1","4.6","1",
"JOURNAL OF ECOLOGY","J ECOL","WILEY","0022-0477","1365-2745","ECOLOGY","SCIE","25,403","5.6","Q1","1.4","41.15"%," 20/200 ","6.5","Q1","5.4","1",
"AMERICAN NATURALIST","AM NAT","UNIV CHICAGO PRESS","0003-0147","1537-5323","ECOLOGY","SCIE","25,365","2.7","Q2","0.87","12.5"%," 70/200 ","3","Q2","2.6","1",
"Biogeosciences","BIOGEOSCIENCES","COPERNICUS GESELLSCHAFT MBH","1726-4170","1726-4189","ECOLOGY","SCIE","24,065","3.9","Q1","1.09","100"%," 38/200 ","4.7","Q1","3.6","0.8",
"CONSERVATION BIOLOGY","CONSERV BIOL","WILEY","0888-8892","1523-1739","ECOLOGY","SCIE","22,652","5.5","Q1","1.29","64.47"%," 21/200 ","6.7","Q1","5.2","0.9",
"Nature Ecology & Evolution","NAT ECOL EVOL","NATURE PORTFOLIO","2397-334X","2397-334X","ECOLOGY","SCIE","22,484","14.5","Q1","3.98","30.96"%," 2/200 ","17.6","Q1","14.2","2.8",
"ECOLOGICAL APPLICATIONS","ECOL APPL","WILEY","1051-0761","1939-5582","ECOLOGY","SCIE","22,054","4.3","Q1","1.11","42.8"%," 32/200 ","5.1","Q1","4.2","0.7",
"OIKOS","OIKOS","WILEY","0030-1299","1600-0706","ECOLOGY","SCIE","21,873","3","Q2","0.85","54.07"%," 64/200 ","3.7","Q2","2.9","0.8",
"ECOLOGICAL ENGINEERING","ECOL ENG","ELSEVIER","0925-8574","1872-6992","ECOLOGY","SCIE","21,565","4.1","Q1","0.78","23.78"%," 36/200 ","4.3","Q1","3.8","0.7",
"ECOLOGICAL MODELLING","ECOL MODEL","ELSEVIER","0304-3800","1872-7026","ECOLOGY","SCIE","21,479","3.2","Q2","0.89","32.45"%," 58/200 ","3.5","Q2","3","0.7",
"Annual Review of Ecology Evolution and Systematics","ANNU REV ECOL EVOL S","ANNUAL REVIEWS","1543-592X","1545-2069","ECOLOGY","SCIE","21,436","11.4","Q1","1.28","66.67"%," 4/200 ","15.1","Q1","11.2","0.7",
"FUNCTIONAL ECOLOGY","FUNCT ECOL","WILEY","0269-8463","1365-2435","ECOLOGY","SCIE","21,367","5.1","Q1","1.24","48.08"%," 23/200 ","5.7","Q1","4.9","0.8",
"GLOBAL ECOLOGY AND BIOGEOGRAPHY","GLOBAL ECOL BIOGEOGR","WILEY","1466-822X","1466-8238","ECOLOGY","SCIE","19,238","6","Q1","1.62","49.77"%," 19/200 ","7.1","Q1","5.9","1.3",
"JOURNAL OF ANIMAL ECOLOGY","J ANIM ECOL","WILEY","0021-8790","1365-2656","ECOLOGY","SCIE","18,764","3.7","Q1","1.55","47.59"%," 45/200 ","4.7","Q1","3.4","0.6",
"ECOGRAPHY","ECOGRAPHY","WILEY","0906-7590","1600-0587","ECOLOGY","SCIE","18,482","4.7","Q1","1.37","98.55"%," 28/200 ","6.7","Q1","4.5","0.8",
"JOURNAL OF BIOGEOGRAPHY","J BIOGEOGR","WILEY","0305-0270","1365-2699","ECOLOGY","SCIE","17,821","3.6","Q1","0.95","37.06"%," 48/200 ","3.9","Q2","3.4","0.7",
"Molecular Ecology Resources","MOL ECOL RESOUR","WILEY","1755-098X","1755-0998","ECOLOGY","SCIE","16,530","5.5","Q1","1.5","49.21"%," 21/200 ","8","Q1","5.2","1",
"Frontiers in Ecology and Evolution","FRONT ECOL EVOL","FRONTIERS MEDIA SA","2296-701X","2296-701X","ECOLOGY","SCIE","15,870","2.6","Q2","0.69","99.92"%," 77/200 ","3.1","Q2","2.5","0.7",
"BIODIVERSITY AND CONSERVATION","BIODIVERS CONSERV","SPRINGER","0960-3115","1572-9710","ECOLOGY","SCIE","14,432","3.1","Q2","0.69","44.87"%," 62/200 ","3.7","Q2","2.9","0.6",
"Ecosphere","ECOSPHERE","WILEY","2150-8925","2150-8925","ECOLOGY","SCIE","14,366","2.9","Q2","0.82","95.23"%," 68/200 ","3.3","Q2","2.8","0.5",
"LANDSCAPE ECOLOGY","LANDSCAPE ECOL","SPRINGER","0921-2973","1572-9761","ECOLOGY","SCIE","14,016","3.7","Q1","1.02","59.7"%," 45/200 ","5.1","Q1","3.2","1.1",
"ECOLOGY AND SOCIETY","ECOL SOC","Resilience Alliance","1708-3087","N/A","ECOLOGY","SCIE","13,977","3.2","Q2","0.88","98.87"%," 58/200 ","4","Q2","3","0.5",
"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","J EXP MAR BIOL ECOL","ELSEVIER","0022-0981","1879-1697","ECOLOGY","SCIE","13,706","1.8","Q3","0.58","29.6"%," 124/200 ","2.1","Q3","1.7","0.4",
"FRESHWATER BIOLOGY","FRESHWATER BIOL","WILEY","0046-5070","1365-2427","ECOLOGY","SCIE","13,534","2.7","Q2","0.87","45.41"%," 70/200 ","3.1","Q2","2.6","0.5",
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","WILEY","1540-9295","1540-9309","ECOLOGY","SCIE","13,474","7.6","Q1","1.67","67.32"%," 9/200 ","11.9","Q1","7.5","1",
"MICROBIAL ECOLOGY","MICROB ECOL","SPRINGER","0095-3628","1432-184X","ECOLOGY","SCIE","13,199","4","Q1","1.01","44.86"%," 37/200 ","4","Q2","3.9","0.9",
"Ecological Informatics","ECOL INFORM","ELSEVIER","1574-9541","1878-0512","ECOLOGY","SCIE","12,572","7.3","Q1","2.01","49.62"%," 11/200 ","7.1","Q1","5.6","2.3",
"ECOLOGICAL MONOGRAPHS","ECOL MONOGR","WILEY","0012-9615","1557-7015","ECOLOGY","SCIE","12,416","7.5","Q1","1.97","40.35"%," 10/200 ","9","Q1","7.4","1.1",
"DIVERSITY AND DISTRIBUTIONS","DIVERS DISTRIB","WILEY","1366-9516","1472-4642","ECOLOGY","SCIE","12,395","4.2","Q1","1.24","98.47"%," 35/200 ","5.4","Q1","4.1","1",
"BIOLOGICAL INVASIONS","BIOL INVASIONS","SPRINGER","1387-3547","1573-1464","ECOLOGY","SCIE","12,347","2.6","Q2","0.73","37.92"%," 77/200 ","2.9","Q2","2.4","0.6",
"Global Ecology and Conservation","GLOB ECOL CONSERV","ELSEVIER","N/A","2351-9894","ECOLOGY","SCIE","12,045","3.4","Q2","0.97","99.49"%," 52/200 ","4.3","Q1","3.2","0.6",
"Biology Letters","BIOL LETTERS","ROYAL SOC","1744-9561","1744-957X","ECOLOGY","SCIE","11,608","3","Q2","0.83","52.71"%," 64/200 ","3.2","Q2","2.9","0.6",
"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","BEHAV ECOL SOCIOBIOL","SPRINGER","0340-5443","1432-0762","ECOLOGY","SCIE","11,298","1.9","Q3","0.82","42.38"%," 116/200 ","2.1","Q3","1.7","0.4",
"Ecosystem Services","ECOSYST SERV","ELSEVIER","2212-0416","2212-0416","ECOLOGY","SCIE","10,896","6.6","Q1","1.34","45.58"%," 13/200 ","7.5","Q1","6","1.6",
"JOURNAL OF WILDLIFE MANAGEMENT","J WILDLIFE MANAGE","WILEY","0022-541X","1937-2817","ECOLOGY","SCIE","10,835","1.9","Q3","0.78","38.73"%," 116/200 ","2.2","Q3","1.7","0.5",
"ECOSYSTEMS","ECOSYSTEMS","SPRINGER","1432-9840","1435-0629","ECOLOGY","SCIE","10,224","3.3","Q2","0.94","35.29"%," 56/200 ","3.9","Q2","3.2","0.7",
"Diversity-Basel","DIVERSITY-BASEL","MDPI","N/A","1424-2818","ECOLOGY","SCIE","9,867","2.1","Q3","0.61","99.97"%," 106/200 ","2.3","Q3","1.9","0.5",
"Journal of Arid Environments","J ARID ENVIRON","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0140-1963","1095-922X","ECOLOGY","SCIE","9,764","2.5","Q2","0.63","16.07"%," 85/200 ","2.7","Q2","2.4","0.6",
"JOURNAL OF CHEMICAL ECOLOGY","J CHEM ECOL","SPRINGER","0098-0331","1573-1561","ECOLOGY","SCIE","9,635","1.8","Q3","0.54","36.06"%," 124/200 ","2.4","Q2","1.7","0.8",
"JOURNAL OF EVOLUTIONARY BIOLOGY","J EVOLUTION BIOL","OXFORD UNIV PRESS","1010-061X","1420-9101","ECOLOGY","SCIE","9,497","2.3","Q2","0.59","49.25"%," 95/200 ","2.2","Q3","2.2","0.6",
"HEREDITY","HEREDITY","SPRINGERNATURE","0018-067X","1365-2540","ECOLOGY","SCIE","9,419","3.9","Q1","0.95","48.47"%," 38/200 ","3.6","Q2","3.8","0.5",
"BEHAVIORAL ECOLOGY","BEHAV ECOL","OXFORD UNIV PRESS INC","1045-2249","1465-7279","ECOLOGY","SCIE","9,326","2.2","Q2","0.87","37.85"%," 99/200 ","2.3","Q3","2","0.9",
"RESTORATION ECOLOGY","RESTOR ECOL","WILEY","1061-2971","1526-100X","ECOLOGY","SCIE","9,186","2.7","Q2","0.74","41.33"%," 70/200 ","3.7","Q2","2.3","0.4",
"JOURNAL OF VEGETATION SCIENCE","J VEG SCI","WILEY","1100-9233","1654-1103","ECOLOGY","SCIE","8,837","2.7","Q2","0.82","38.54"%," 70/200 ","3","Q2","2.4","0.6",
"ECOTOXICOLOGY","ECOTOXICOLOGY","SPRINGER","0963-9292","1573-3017","ECOLOGY","SCIE","6,491","2.7","Q2","0.61","17.18"%," 70/200 ","2.7","Q2","2.5","0.5",
"Acta Ecologica Sinica","ACTA ECOL SINICA","ELSEVIER","1872-2032","1872-2032","ECOLOGY","ESCI","6,435","7.1","Q1","0.82","1.03"%," 12/200 ","11.5","Q1","7.1","N/A",
"POLAR BIOLOGY","POLAR BIOL","SPRINGER","0722-4060","1432-2056","ECOLOGY","SCIE","6,425","1.6","Q3","0.42","38.94"%," 134/200 ","1.7","Q3","1.5","0.4",
"BIOTROPICA","BIOTROPICA","WILEY","0006-3606","1744-7429","ECOLOGY","SCIE","6,333","1.7","Q3","0.49","33.55"%," 131/200 ","2.1","Q3","1.5","0.4",
"ENVIRONMENTAL BIOLOGY OF FISHES","ENVIRON BIOL FISH","SPRINGER","0378-1909","1573-5133","ECOLOGY","SCIE","6,167","1.8","Q3","0.54","20.83"%," 124/200 ","1.8","Q3","1.7","0.5",
"Regional Studies in Marine Science","REG STUD MAR SCI","ELSEVIER","2352-4855","2352-4855","ECOLOGY","SCIE","6,133","2.4","Q2","0.75","10.4"%," 90/200 ","2.4","Q2","2.2","0.5",
"PLANT ECOLOGY","PLANT ECOL","SPRINGER","1385-0237","1573-5052","ECOLOGY","SCIE","5,863","1.7","Q3","0.57","21.05"%," 131/200 ","1.8","Q3","1.6","0.4",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","ELSEVIER","2214-5745","2214-5753","ECOLOGY","SCIE","5,756","4.8","Q1","1.92","27.12"%," 26/200 ","5.8","Q1","4.4","1.2",
"URBAN ECOSYSTEMS","URBAN ECOSYST","SPRINGER","1083-8155","1573-1642","ECOLOGY","SCIE","5,386","2.4","Q2","0.64","36.95"%," 90/200 ","3","Q2","2.3","0.7",
"WETLANDS","WETLANDS","SPRINGER","0277-5212","1943-6246","ECOLOGY","SCIE","5,225","2","Q3","0.44","21.53"%," 111/200 ","2.1","Q3","1.9","0.6",
"JOURNAL OF SOIL AND WATER CONSERVATION","J SOIL WATER CONSERV","TAYLOR & FRANCIS LTD","0022-4561","1941-3300","ECOLOGY","SCIE","4,937","2.6","Q2","0.42","0"%," 77/200 ","3.2","Q2","2.5","0.9",
"AUSTRAL ECOLOGY","AUSTRAL ECOL","WILEY","1442-9985","1442-9993","ECOLOGY","SCIE","4,806","1.6","Q3","0.48","38.35"%," 134/200 ","1.8","Q3","1.4","0.4",
"EUROPEAN JOURNAL OF SOIL BIOLOGY","EUR J SOIL BIOL","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","1164-5563","1778-3615","ECOLOGY","SCIE","4,771","3.3","Q2","0.96","17.62"%," 56/200 ","4.1","Q1","3.2","0.6",
"BIOCHEMICAL SYSTEMATICS AND ECOLOGY","BIOCHEM SYST ECOL","PERGAMON-ELSEVIER SCIENCE LTD","0305-1978","1873-2925","ECOLOGY","SCIE","4,730","2","Q3","0.48","2.59"%," 111/200 ","1.7","Q3","1.8","0.5",
"BASIC AND APPLIED ECOLOGY","BASIC APPL ECOL","ELSEVIER GMBH","1439-1791","1618-0089","ECOLOGY","SCIE","4,611","3.5","Q1","0.96","97.37"%," 50/200 ","4","Q2","3.3","0.6",
"ECOLOGICAL RESEARCH","ECOL RES","WILEY","0912-3814","1440-1703","ECOLOGY","SCIE","4,286","1.4","Q3","0.45","35.84"%," 142/200 ","2","Q3","1.3","0.8",
"ORYX","ORYX","CAMBRIDGE UNIV PRESS","0030-6053","1365-3008","ECOLOGY","SCIE","4,123","2.1","Q3","0.56","94.74"%," 106/200 ","2.4","Q2","2","0.7",
"ANIMAL CONSERVATION","ANIM CONSERV","WILEY","1367-9430","1469-1795","ECOLOGY","SCIE","4,103","2.6","Q2","0.72","46.43"%," 77/200 ","3.4","Q2","2.5","0.3",
"FLORA","FLORA","ELSEVIER GMBH","0367-2530","1618-0585","ECOLOGY","SCIE","4,026","1.8","Q3","0.32","8.76"%," 124/200 ","1.9","Q3","1.6","0.5",
"Frontiers in Forests and Global Change","FRONT FOR GLOB CHANG","FRONTIERS MEDIA SA","N/A","2624-893X","ECOLOGY","SCIE","3,996","3.2","Q2","0.94","99.88"%," 58/200 ","3.7","Q2","3.1","0.8",
"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY","INT J SUST DEV WORLD","TAYLOR & FRANCIS INC","1350-4509","1745-2627","ECOLOGY","SCIE","3,917","7.7","Q1","1.75","6.67"%," 8/200 ","6.3","Q1","7.5","2.5",
"PALEOBIOLOGY","PALEOBIOLOGY","CAMBRIDGE UNIV PRESS","0094-8373","1938-5331","ECOLOGY","SCIE","3,909","2.7","Q2","0.98","73.15"%," 70/200 ","2.7","Q2","2.3","0.9",
"Ecohydrology","ECOHYDROLOGY","WILEY","1936-0584","1936-0592","ECOLOGY","SCIE","3,885","2.1","Q3","0.53","27.24"%," 106/200 ","2.5","Q2","1.9","0.5",
"WILDLIFE RESEARCH","WILDLIFE RES","CSIRO PUBLISHING","1035-3712","1448-5494","ECOLOGY","SCIE","3,689","1.6","Q3","0.7","47.96"%," 134/200 ","2","Q3","1.4","0.4",
"JOURNAL OF NATURAL HISTORY","J NAT HIST","TAYLOR & FRANCIS LTD","0022-2933","1464-5262","ECOLOGY","SCIE","3,678","0.9","Q4","0.3","7.72"%," 162/200 ","1","Q4","0.8","0.2",
"THEORETICAL POPULATION BIOLOGY","THEOR POPUL BIOL","ACADEMIC PRESS INC ELSEVIER SCIENCE","0040-5809","1096-0325","ECOLOGY","SCIE","3,632","1.3","Q3","0.36","54.24"%," 146/200 ","1.4","Q4","1.2","0.3",
"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","APPL ECOL ENV RES","ALOKI Applied Ecological Research and Forensic Inst Ltd","1589-1623","1785-0037","ECOLOGY","SCIE","3,603","0.6","Q4","0.15","98.36"%," 182/200 ","0.8","Q4","0.6","0.1",
"Fungal Ecology","FUNGAL ECOL","ELSEVIER SCI LTD","1754-5048","1878-0083","ECOLOGY","SCIE","3,488","2.2","Q2","0.65","28.1"%," 99/200 ","2.7","Q2","2.1","0.4",
"Rangeland Ecology & Management","RANGELAND ECOL MANAG","ELSEVIER","1550-7424","1551-5028","ECOLOGY","SCIE","3,467","2.4","Q2","0.62","36.78"%," 90/200 ","2.5","Q2","1.8","1.2",
"JOURNAL FOR NATURE CONSERVATION","J NAT CONSERV","ELSEVIER GMBH","1617-1381","1618-1093","ECOLOGY","SCIE","3,390","2.5","Q2","0.66","20.77"%," 85/200 ","2.5","Q2","2.3","0.5",
"EUROPEAN JOURNAL OF WILDLIFE RESEARCH","EUR J WILDLIFE RES","SPRINGER","1612-4642","1439-0574","ECOLOGY","SCIE","3,346","2","Q3","0.76","46.93"%," 111/200 ","2.1","Q3","1.8","0.6",
"AQUATIC MICROBIAL ECOLOGY","AQUAT MICROB ECOL","INTER-RESEARCH","0948-3055","1616-1564","ECOLOGY","SCIE","3,339","1.1","Q4","0.38","22.86"%," 153/200 ","1.3","Q4","1.1","0.1",
"People and Nature","PEOPLE NAT","WILEY","N/A","2575-8314","ECOLOGY","SCIE","3,302","4.9","Q1","1.29","98.64"%," 25/200 ","6.3","Q1","4.5","0.7",
"MAMMAL REVIEW","MAMMAL REV","WILEY","N/A","1365-2907","ECOLOGY","SCIE","3,267","4.4","Q1","0.82","43.68"%," 29/200 ","5.8","Q1","4.2","0.4",
"Journal of Plant Ecology","J PLANT ECOL","OXFORD UNIV PRESS","1752-9921","1752-993X","ECOLOGY","SCIE","3,267","3.9","Q1","1.03","93.52"%," 38/200 ","2.9","Q2","3.4","0.7",
"ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","ACTA OECOL","ELSEVIER","1146-609X","1873-6238","ECOLOGY","SCIE","3,260","1.5","Q3","0.41","15.82"%," 139/200 ","1.8","Q3","1.4","0.3",
"Environmental DNA","ENVIRON DNA","WILEY","2637-4943","2637-4943","ECOLOGY","ESCI","3,240","6.2","Q1","1.78","97.89"%," 16/200 ","N/A","N/A","4.8","1.2",
"EVOLUTIONARY ECOLOGY","EVOL ECOL","SPRINGER","0269-7653","1573-8477","ECOLOGY","SCIE","3,234","2.1","Q3","0.48","36.14"%," 106/200 ","1.9","Q3","1.9","0.8",
"Fire-Switzerland","FIRE-BASEL","MDPI","2571-6255","2571-6255","ECOLOGY","SCIE","3,218","2.7","Q2","1.04","100"%," 70/200 ","3","Q2","2.3","0.7",
"AoB Plants","AOB PLANTS","OXFORD UNIV PRESS","2041-2851","2041-2851","ECOLOGY","SCIE","3,135","2.4","Q2","0.71","98.57"%," 90/200 ","3.1","Q2","2.4","0.6",
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","WILEY","1402-2001","1654-109X","ECOLOGY","SCIE","2,979","2.6","Q2","0.75","39.53"%," 77/200 ","2.8","Q2","2.3","0.9",
"Conservation Physiology","CONSERV PHYSIOL","OXFORD UNIV PRESS","2051-1434","2051-1434","ECOLOGY","SCIE","2,781","2.5","Q2","0.71","98.89"%," 85/200 ","2.8","Q2","2.2","0.4",
"Ecological Processes","ECOL PROCESS","SPRINGER","N/A","2192-1709","ECOLOGY","SCIE","2,763","3.9","Q1","1.01","100"%," 38/200 ","5.4","Q1","3.7","1",
"JOURNAL OF TROPICAL ECOLOGY","J TROP ECOL","CAMBRIDGE UNIV PRESS","0266-4674","1469-7831","ECOLOGY","SCIE","2,741","1","Q4","0.29","23.53"%," 158/200 ","1.4","Q4","1","0.1",
"PEDOBIOLOGIA","PEDOBIOLOGIA","ELSEVIER GMBH","0031-4056","1873-1511","ECOLOGY","SCIE","2,696","2.2","Q2","0.56","26.55"%," 99/200 ","2.4","Q2","2","0.5",
"BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY","B AM MUS NAT HIST","AMER MUSEUM NATURAL HISTORY","0003-0090","1937-3546","ECOLOGY","SCIE","2,655","3.4","Q2","1.21","0"%," 52/200 ","4.4","Q1","3.4","1.8",
"PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","PERSPECT PLANT ECOL","ELSEVIER GMBH","1433-8319","1433-8319","ECOLOGY","SCIE","2,607","2.9","Q2","0.89","36.56"%," 68/200 ","3.7","Q2","2.8","0.6",
"AFRICAN JOURNAL OF ECOLOGY","AFR J ECOL","WILEY","0141-6707","1365-2028","ECOLOGY","SCIE","2,538","1.1","Q4","0.35","27.15"%," 153/200 ","1.1","Q4","0.8","0.5",
"AQUATIC ECOLOGY","AQUAT ECOL","SPRINGER","1386-2588","1573-5125","ECOLOGY","SCIE","2,324","1.8","Q3","0.6","9.69"%," 124/200 ","2","Q3","1.8","0.3",
"Ecological Complexity","ECOL COMPLEX","ELSEVIER","1476-945X","1476-9840","ECOLOGY","SCIE","2,311","3.4","Q2","0.86","17.86"%," 52/200 ","3.3","Q2","3.4","0.2",
"ISME Communications","ISME COMMUN","OXFORD UNIV PRESS","N/A","2730-6151","ECOLOGY","ESCI","2,299","6.1","Q1","1.57","100"%," 18/200 ","6.6","Q1","5.9","0.9",
"International Journal for Parasitology-Parasites and Wildlife","INT J PARASITOL-PAR","ELSEVIER","2213-2244","2213-2244","ECOLOGY","SCIE","2,239","2.2","Q2","0.67","99.41"%," 99/200 ","2.4","Q2","2","0.8",
"Fire Ecology","FIRE ECOL","SPRINGER","1933-9747","1933-9747","ECOLOGY","SCIE","2,135","5","Q1","1.54","100"%," 24/200 ","5.7","Q1","4.5","1.6",
"WILDLIFE BIOLOGY","WILDLIFE BIOL","WILEY","0909-6396","1903-220X","ECOLOGY","SCIE","2,102","1.5","Q3","0.69","99.46"%," 139/200 ","2.2","Q3","1.4","0.6",
"Movement Ecology","MOV ECOL","BMC","2051-3933","2051-3933","ECOLOGY","SCIE","2,032","3.9","Q1","1.08","100"%," 38/200 ","4.5","Q1","3.5","0.8",
"Freshwater Science","FRESHW SCI","UNIV CHICAGO PRESS","2161-9549","2161-9565","ECOLOGY","SCIE","2,027","1.6","Q3","0.56","9.43"%," 134/200 ","1.8","Q3","1.6","0.2",
"Plants People Planet","PLANTS PEOPLE PLANET","WILEY","N/A","2572-2611","ECOLOGY","SCIE","1,918","3.6","Q1","0.97","98.1"%," 48/200 ","5","Q1","3","0.8",
"NeoBiota","NEOBIOTA","PENSOFT PUBLISHERS","1619-0033","1314-2488","ECOLOGY","SCIE","1,884","3","Q2","1.04","99.61"%," 64/200 ","3.9","Q2","2.8","0.6",
"Remote Sensing in Ecology and Conservation","REMOTE SENS ECOL CON","WILEY","N/A","2056-3485","ECOLOGY","SCIE","1,881","4.3","Q1","1.02","97.55"%," 32/200 ","5.4","Q1","4.1","0.8",
"Aquatic Invasions","AQUAT INVASIONS","REGIONAL EURO-ASIAN BIOLOGICAL INVASIONS CENTRE-REABIC","1798-6540","1818-5487","ECOLOGY","SCIE","1,708","2.3","Q2","0.68","97.7"%," 95/200 ","2.2","Q3","2.2","0.3",
"CHEMISTRY AND ECOLOGY","CHEM ECOL","TAYLOR & FRANCIS LTD","0275-7540","1029-0370","ECOLOGY","SCIE","1,664","1.8","Q3","0.38","1.59"%," 124/200 ","1.7","Q3","1.6","0.9",
"Marine Biology Research","MAR BIOL RES","TAYLOR & FRANCIS LTD","1745-1000","1745-1019","ECOLOGY","SCIE","1,644","1.2","Q4","0.37","8.54"%," 151/200 ","1.3","Q4","1.1","<0.1",
"ECOSCIENCE","ECOSCIENCE","TAYLOR & FRANCIS INC","1195-6860","2376-7626","ECOLOGY","SCIE","1,624","1.3","Q3","0.4","6.52"%," 146/200 ","1.4","Q4","1.1","0.3",
"POLAR RESEARCH","POLAR RES-SWEDEN","OPEN ACADEMIA AB","0800-0395","1751-8369","ECOLOGY","SCIE","1,527","1.3","Q3","0.35","100"%," 146/200 ","1.8","Q3","1.3","0.2",
