Journal Data Filtered By: Selected Categories: GU Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator:Custom,

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold,5 Year JIF,JIF Without Self Cites,Immediacy Index,Eigenfactor,Normalized Eigenfactor,Article Influence Score,Average JIF Percentile,Total Articles,Citing Half-Life,Cited Half-Life,% of Articles in Citable items,Citable Items
Methods in Ecology and Evolution,2041-210X,2041-2096,"ECOLOGY - SCIE","19,614",7.781,"Q1",2.02,26.00%,10.827,7.450,1.315,0.03414,7.15449,3.616,94.880,207,7.6,5.8,95.83%,216,
JOURNAL OF BIOGEOGRAPHY,0305-0270,1365-2699,"ECOLOGY - SCIE","19,316",4.324,"Q1",1.24,11.50%,4.529,3.984,1.211,0.01450,3.03905,1.291,81.108,274,10.0,10.1,99.64%,275,
Ecology and Evolution,2045-7758,2045-7758,"ECOLOGY - SCIE","18,844",2.912,"Q2",0.71,100.00%,3.271,2.754,0.502,0.04053,8.49291,0.912,54.566,1181,10.4,3.8,97.85%,1207,
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,0022-0981,1879-1697,"ECOLOGY - SCIE","17,948",2.171,"Q3",0.82,4.30%,2.749,2.040,0.776,0.00565,1.18523,0.678,52.076,143,13.0,14.6,100.00%,143,
FRESHWATER BIOLOGY,0046-5070,1365-2427,"ECOLOGY - SCIE","17,185",3.809,"Q2",1.25,11.07%,4.221,3.584,1.093,0.00825,1.72939,0.984,81.216,217,11.4,11.6,96.02%,226,
GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,1466-8238,"ECOLOGY - SCIE","16,318",7.144,"Q1",1.94,17.08%,8.073,6.741,1.390,0.01707,3.57663,2.523,95.337,201,8.7,8.1,95.71%,210,
ECOGRAPHY,0906-7590,1600-0587,"ECOLOGY - SCIE","15,952",5.992,"Q1",1.87,44.76%,7.184,5.671,1.647,0.01679,3.51945,2.193,90.979,188,9.1,7.7,93.53%,201,
BIODIVERSITY AND CONSERVATION,0960-3115,1572-9710,"ECOLOGY - SCIE","13,955",3.549,"Q2",0.75,16.45%,3.915,3.393,1.158,0.00924,1.93678,0.969,69.705,209,9.7,10.3,94.57%,221,
ECOLOGY AND SOCIETY,1708-3087,N/A,"ECOLOGY - SCIE","13,955",4.403,"Q1",1.07,100.00%,5.275,4.114,0.773,0.01195,2.50488,1.342,75.310,125,8.1,7.9,97.66%,128,
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,1432-0762,"ECOLOGY - SCIE","13,887",2.980,"Q2",0.99,18.47%,2.755,2.797,0.434,0.00867,1.81692,0.909,68.666,142,12.5,13.8,99.30%,143,
MICROBIAL ECOLOGY,0095-3628,1432-184X,"ECOLOGY - SCIE","13,821",4.552,"Q1",1.35,11.38%,4.770,4.415,1.074,0.00931,1.95250,1.027,80.374,253,8.7,9.0,98.83%,256,
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,1540-9309,"ECOLOGY - SCIE","13,600",11.123,"Q1",1.86,25.90%,13.939,10.953,3.183,0.01197,2.50849,4.168,97.760,47,6.3,8.9,78.33%,60,
ECOLOGICAL MONOGRAPHS,0012-9615,1557-7015,"ECOLOGY - SCIE","13,458",10.315,"Q1",2.58,17.83%,11.193,10.258,1.550,0.00711,1.49132,3.819,96.687,38,11.1,16.9,95.00%,40,
Molecular Ecology Resources,1755-098X,1755-0998,"ECOLOGY - SCIE","13,390",7.090,"Q1",1.77,20.63%,8.745,6.311,2.178,0.01669,3.49840,2.538,88.599,199,7.1,6.7,98.51%,202,
Biology Letters,1744-9561,1744-957X,"ECOLOGY - SCIE","12,880",3.703,"Q2",0.89,17.80%,4.228,3.653,0.815,0.01623,3.40088,1.473,69.340,193,9.3,8.0,96.50%,200,
JOURNAL OF WILDLIFE MANAGEMENT,0022-541X,1937-2817,"ECOLOGY - SCIE","12,822",2.469,"Q3",1.06,10.66%,2.520,2.121,0.720,0.00471,0.98729,0.661,63.455,163,12.7,14.1,99.39%,164,
BIOLOGICAL INVASIONS,1387-3547,1573-1464,"ECOLOGY - SCIE","12,452",3.133,"Q2",0.92,14.71%,3.694,2.840,1.410,0.01170,2.45316,0.867,68.790,298,10.5,7.3,94.01%,317,
JOURNAL OF CHEMICAL ECOLOGY,0098-0331,1573-1561,"ECOLOGY - SCIE","12,387",2.626,"Q3",0.60,15.91%,2.984,2.384,0.924,0.00389,0.81592,0.673,37.887,102,10.9,15.2,97.14%,105,
JOURNAL OF EVOLUTIONARY BIOLOGY,1010-061X,1420-9101,"ECOLOGY - SCIE","11,780",2.411,"Q3",0.67,18.86%,2.756,2.284,0.768,0.00846,1.77312,0.945,37.188,187,11.0,10.3,98.42%,190,
LANDSCAPE ECOLOGY,0921-2973,1572-9761,"ECOLOGY - SCIE","11,520",3.848,"Q2",1.07,20.98%,4.845,3.390,0.929,0.00912,1.91104,1.137,73.206,214,8.6,8.1,95.11%,225,
BEHAVIORAL ECOLOGY,1045-2249,1465-7279,"ECOLOGY - SCIE","11,428",2.671,"Q3",1.03,9.59%,3.329,2.437,1.633,0.01005,2.10720,1.078,58.069,144,12.0,10.5,97.96%,147,
ECOSYSTEMS,1432-9840,1435-0629,"ECOLOGY - SCIE","11,402",4.217,"Q1",1.30,20.99%,4.776,4.078,1.146,0.00759,1.59135,1.322,78.012,199,10.2,11.1,100.00%,199,
DIVERSITY AND DISTRIBUTIONS,1366-9516,1472-4642,"ECOLOGY - SCIE","10,980",5.139,"Q1",1.35,70.54%,5.504,4.922,0.924,0.01058,2.21776,1.565,86.300,165,8.8,8.3,96.49%,171,
HEREDITY,0018-067X,1365-2540,"ECOLOGY - SCIE","10,968",3.821,"Q2",0.98,28.77%,4.553,3.681,1.062,0.00830,1.73951,1.390,66.656,117,9.9,11.8,90.70%,129,
JOURNAL OF ARID ENVIRONMENTS,0140-1963,1095-922X,"ECOLOGY - SCIE","10,885",2.211,"Q3",0.53,3.31%,2.684,2.141,0.659,0.00451,0.94528,0.569,36.353,164,11.5,12.2,98.20%,167,
Nature Ecology & Evolution,2397-334X,2397-334X,"ECOLOGY - SCIE","10,794",15.460,"Q1",3.43,7.06%,15.974,15.080,4.823,0.04199,8.79867,6.610,96.048,187,7.3,2.5,97.40%,192,
Ecosphere,2150-8925,2150-8925,"ECOLOGY - SCIE","10,222",3.171,"Q2",0.87,100.00%,3.832,3.064,0.516,0.02177,4.56278,1.080,62.952,304,10.9,4.4,99.35%,306,
JOURNAL OF VEGETATION SCIENCE,1100-9233,1654-1103,"ECOLOGY - SCIE","9,842",2.685,"Q2",1.00,8.33%,3.641,2.423,0.850,0.00511,1.07162,0.906,65.785,147,11.1,13.0,100.00%,147,
BIOTROPICA,0006-3606,1744-7429,"ECOLOGY - SCIE","7,763",2.508,"Q3",0.62,6.57%,2.998,2.271,0.854,0.00386,0.80901,0.830,47.289,152,10.7,14.4,96.20%,158,
RESTORATION ECOLOGY,1061-2971,1526-100X,"ECOLOGY - SCIE","7,521",3.404,"Q2",0.88,11.66%,3.698,2.693,1.111,0.00540,1.13338,0.781,67.771,261,9.2,9.2,93.21%,280,
Ecosystem Services,2212-0416,2212-0416,"ECOLOGY - SCIE","7,490",5.454,"Q1",1.46,17.66%,7.211,4.796,1.000,0.01107,2.32092,1.357,82.431,152,6.6,4.0,92.68%,164,
POLAR BIOLOGY,0722-4060,1432-2056,"ECOLOGY - SCIE","7,407",2.310,"Q3",0.61,15.00%,2.441,2.064,0.561,0.00613,1.28466,0.604,47.254,169,12.0,9.6,97.69%,173,
ECOTOXICOLOGY,0963-9292,1573-3017,"ECOLOGY - SCIE","7,267",2.823,"Q2",0.68,7.22%,2.958,2.531,0.725,0.00373,0.78212,0.486,42.373,197,9.5,8.3,98.50%,200,
ENVIRONMENTAL BIOLOGY OF FISHES,0378-1909,1573-5133,"ECOLOGY - SCIE","7,075",1.844,"Q3",0.60,6.37%,1.839,1.738,0.385,0.00320,0.67187,0.484,43.012,116,13.4,16.5,99.15%,117,
PLANT ECOLOGY,1385-0237,1573-5052,"ECOLOGY - SCIE","6,906",1.854,"Q3",0.60,6.88%,2.194,1.800,0.409,0.00317,0.66566,0.549,43.806,115,11.8,12.4,100.00%,115,
WETLANDS,0277-5212,1943-6246,"ECOLOGY - SCIE","5,950",2.204,"Q3",0.50,9.58%,2.653,1.973,0.529,0.00328,0.68776,0.559,35.870,221,11.6,10.6,99.10%,223,
JOURNAL OF SOIL AND WATER CONSERVATION,0022-4561,1941-3300,"ECOLOGY - SCIE","5,299",3.180,"Q2",0.60,0.43%,3.892,2.840,1.325,0.00273,0.57350,0.775,61.252,83,9.2,12.0,100.00%,83,
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,0305-1978,1873-2925,"ECOLOGY - SCIE","5,110",1.381,"Q4",0.31,0.26%,1.351,1.228,0.251,0.00224,0.47060,0.274,13.153,166,11.0,11.7,99.40%,167,
AUSTRAL ECOLOGY,1442-9985,1442-9993,"ECOLOGY - SCIE","5,086",2.082,"Q3",0.54,0.55%,2.026,1.840,0.619,0.00262,0.54918,0.508,37.048,145,11.1,12.9,98.64%,147,
Frontiers in Ecology and Evolution,2296-701X,2296-701X,"ECOLOGY - SCIE","4,858",4.171,"Q1",0.87,100.00%,3.907,4.029,0.697,0.01319,2.76449,1.175,77.410,349,9.4,2.5,82.51%,423,
PALEOBIOLOGY,0094-8373,1938-5331,"ECOLOGY - SCIE","4,501",2.892,"Q2",0.83,29.82%,3.010,2.663,0.710,0.00235,0.49331,1.132,67.304,31,13.0,20.1,100.00%,31,
AQUATIC MICROBIAL ECOLOGY,0948-3055,1616-1564,"ECOLOGY - SCIE","4,446",1.759,"Q3",0.60,0.85%,2.970,1.747,0.129,0.00163,0.34218,0.797,29.219,31,10.9,14.5,100.00%,31,
THEORETICAL POPULATION BIOLOGY,0040-5809,1096-0325,"ECOLOGY - SCIE","4,374",1.570,"Q4",0.46,10.37%,1.852,1.281,1.160,0.00224,0.47040,0.808,17.885,50,15.8,21.1,100.00%,50,
EUROPEAN JOURNAL OF SOIL BIOLOGY,1164-5563,1778-3615,"ECOLOGY - SCIE","4,189",2.846,"Q2",0.71,2.94%,3.618,2.644,0.364,0.00240,0.50329,0.707,50.460,66,8.5,8.8,100.00%,66,
ECOLOGICAL RESEARCH,0912-3814,1440-1703,"ECOLOGY - SCIE","4,177",1.917,"Q3",0.55,16.92%,2.095,1.843,0.677,0.00258,0.54087,0.497,32.831,124,11.1,10.2,97.64%,127,
ANIMAL CONSERVATION,1367-9430,1469-1795,"ECOLOGY - SCIE","4,139",3.641,"Q2",1.02,10.65%,3.795,3.320,1.301,0.00286,0.60011,1.058,76.642,108,9.2,10.2,95.58%,113,
ORYX,0030-6053,1365-3008,"ECOLOGY - SCIE","4,137",2.693,"Q2",0.76,8.55%,3.129,2.512,1.621,0.00340,0.71330,0.776,57.003,102,9.6,8.5,99.03%,103,
BASIC AND APPLIED ECOLOGY,1439-1791,1618-0089,"ECOLOGY - SCIE","4,102",3.414,"Q2",0.89,6.81%,3.757,3.359,1.079,0.00350,0.73475,0.996,68.373,63,9.3,9.2,100.00%,63,
EVOLUTIONARY ECOLOGY,0269-7653,1573-8477,"ECOLOGY - SCIE","4,056",2.717,"Q2",0.61,14.11%,2.500,2.652,0.423,0.00237,0.49721,0.823,45.608,70,12.2,13.2,98.59%,71,
FLORA,0367-2530,1618-0585,"ECOLOGY - SCIE","3,979",2.088,"Q3",0.61,2.59%,2.072,1.861,0.580,0.00295,0.61991,0.443,45.315,130,13.2,9.2,99.24%,131,
AMERICAN MIDLAND NATURALIST,0003-0031,1938-4238,"ECOLOGY - SCIE","3,969",0.735,"Q4",0.22,0.00%,0.920,0.714,0.095,0.00067,0.14246,0.252,10.316,42,15.5,28.0,100.00%,42,
JOURNAL OF NATURAL HISTORY,0022-2933,1464-5262,"ECOLOGY - SCIE","3,950",1.016,"Q4",0.40,0.94%,1.006,0.967,0.252,0.00228,0.47899,0.305,21.801,114,16.9,14.7,95.80%,119,
WILDLIFE RESEARCH,1035-3712,1448-5494,"ECOLOGY - SCIE","3,874",2.511,"Q3",0.81,5.46%,2.790,2.080,0.822,0.00227,0.47606,0.643,65.517,97,10.1,10.9,96.04%,101,
URBAN ECOSYSTEMS,1083-8155,1573-1642,"ECOLOGY - SCIE","3,825",3.005,"Q2",0.86,17.20%,3.354,2.628,0.608,0.00374,0.78560,0.717,65.688,176,10.2,6.3,100.00%,176,
Global Ecology and Conservation,2351-9894,2351-9894,"ECOLOGY - SCIE","3,723",3.380,"Q2",0.86,100.00%,4.167,3.016,0.877,0.00731,1.53154,0.965,72.866,554,8.9,2.8,94.86%,584,
Ecohydrology,1936-0584,1936-0592,"ECOLOGY - SCIE","3,699",2.843,"Q2",0.78,7.58%,3.318,2.639,0.920,0.00478,1.00164,0.773,51.918,97,9.9,5.5,97.00%,100,
JOURNAL OF TROPICAL ECOLOGY,0266-4674,1469-7831,"ECOLOGY - SCIE","3,635",1.394,"Q4",0.36,1.05%,1.648,1.352,0.292,0.00105,0.22143,0.446,20.181,23,12.8,15.8,95.83%,24,
Fungal Ecology,1754-5048,1878-0083,"ECOLOGY - SCIE","3,591",3.404,"Q2",1.03,9.09%,4.647,3.229,1.171,0.00541,1.13403,1.097,64.058,75,9.9,4.9,98.68%,76,
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1146-609X,1873-6238,"ECOLOGY - SCIE","3,532",1.674,"Q3",0.47,1.41%,1.845,1.601,0.377,0.00203,0.42580,0.463,27.410,105,11.7,10.6,99.06%,106,
Current Opinion in Insect Science,2214-5745,2214-5753,"ECOLOGY - SCIE","3,455",5.186,"Q1",0.95,10.06%,5.917,5.050,1.318,0.00861,1.80580,1.651,88.338,64,5.4,3.8,72.73%,88,
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,0003-0090,1937-3546,"ECOLOGY - SCIE","3,378",4.650,"Q1",0.89,0.00%,4.022,4.500,1.105,0.00062,0.13102,1.320,83.429,19,13.3,35.4,100.00%,19,
MAMMAL REVIEW,0305-1838,1365-2907,"ECOLOGY - SCIE","2,908",4.927,"Q1",1.16,15.18%,5.614,4.636,2.105,0.00187,0.39256,1.433,90.114,14,9.7,11.3,24.56%,57,
Ecological Informatics,1574-9541,1878-0512,"ECOLOGY - SCIE","2,893",3.142,"Q2",0.90,9.39%,3.029,3.056,0.911,0.00332,0.69750,0.663,62.349,110,8.1,5.5,98.21%,112,
Rangeland Ecology & Management,1550-7424,1551-5028,"ECOLOGY - SCIE","2,883",2.019,"Q3",0.58,11.82%,2.384,1.761,0.570,0.00220,0.46287,0.502,30.668,100,11.5,7.9,100.00%,100,
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,1433-8319,1433-8319,"ECOLOGY - SCIE","2,852",3.634,"Q2",0.87,1.52%,3.795,3.574,0.645,0.00254,0.53317,1.056,73.920,28,12.3,9.0,90.32%,31,
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,1612-4642,1439-0574,"ECOLOGY - SCIE","2,810",1.983,"Q3",0.74,20.65%,2.038,1.869,0.520,0.00219,0.45900,0.455,50.891,99,10.9,7.7,99.00%,100,
PEDOBIOLOGIA,0031-4056,1873-1511,"ECOLOGY - SCIE","2,802",1.812,"Q3",0.51,2.65%,3.096,1.783,0.227,0.00123,0.25792,0.766,27.747,44,10.7,14.8,100.00%,44,
AFRICAN JOURNAL OF ECOLOGY,0141-6707,1365-2028,"ECOLOGY - SCIE","2,798",1.426,"Q4",0.30,4.18%,1.283,1.287,0.248,0.00123,0.25781,0.271,20.783,154,11.8,12.7,98.09%,157,
Advances in Ecological Research,0065-2504,2163-582X,"ECOLOGY - SCIE","2,777",7.429,"Q1",n/a,0.00%,7.712,7.321,2.000,0.00198,0.41667,2.646,94.277,0,7.2,20.6,0.00%,18,
APPLIED VEGETATION SCIENCE,1402-2001,1654-109X,"ECOLOGY - SCIE","2,767",3.252,"Q2",1.15,12.63%,3.646,2.874,0.701,0.00250,0.52583,0.807,75.432,87,11.3,7.2,100.00%,87,
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,1350-4509,1745-2627,"ECOLOGY - SCIE","2,761",3.716,"Q2",0.73,2.51%,3.855,3.082,1.581,0.00152,0.31883,0.498,55.346,103,6.3,6.4,98.10%,105,
AoB Plants,2041-2851,2041-2851,"ECOLOGY - SCIE","2,569",3.276,"Q2",0.76,100.00%,3.496,3.153,0.506,0.00425,0.89081,0.857,69.259,78,10.7,5.2,98.73%,79,
Freshwater Science,2161-9549,2161-9565,"ECOLOGY - SCIE","2,353",2.034,"Q3",0.71,7.91%,2.784,1.952,0.441,0.00310,0.65082,0.657,46.331,68,11.6,5.7,100.00%,68,
Diversity-Basel,N/A,1424-2818,"ECOLOGY - SCIE","2,326",2.465,"Q3",0.60,100.00%,n/a,2.149,0.908,0.00280,0.58814,n/a,50.356,417,10.6,2.4,91.45%,456,
Journal of Plant Ecology,1752-9921,1752-993X,"ECOLOGY - SCIE","2,280",1.774,"Q3",0.79,3.21%,2.547,1.653,0.378,0.00270,0.56760,0.612,39.380,90,10.6,6.1,100.00%,90,
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1589-1623,1785-0037,"ECOLOGY - SCIE","2,238",0.711,"Q4",0.19,0.00%,0.796,0.647,0.114,0.00268,0.56263,0.121,5.316,515,9.9,2.9,98.10%,525,
AQUATIC ECOLOGY,1386-2588,1573-5125,"ECOLOGY - SCIE","2,221",1.641,"Q3",0.57,13.45%,2.796,1.551,0.527,0.00128,0.26818,0.576,36.519,92,12.5,10.8,98.92%,93,
JOURNAL FOR NATURE CONSERVATION,1617-1381,1618-1093,"ECOLOGY - SCIE","2,151",2.831,"Q2",0.73,11.64%,2.858,2.656,0.521,0.00236,0.49554,0.651,61.310,110,9.0,6.0,90.91%,121,
Ecological Complexity,1476-945X,1476-9840,"ECOLOGY - SCIE","2,150",1.882,"Q3",0.55,4.79%,2.271,1.824,0.292,0.00174,0.36485,0.587,32.229,47,10.3,8.4,97.92%,48,
WILDLIFE BIOLOGY,0909-6396,1903-220X,"ECOLOGY - SCIE","2,063",1.474,"Q4",0.51,100.00%,2.187,1.346,0.452,0.00121,0.25435,0.581,36.867,81,11.6,11.6,96.43%,84,
ECOSCIENCE,1195-6860,2376-7626,"ECOLOGY - SCIE","1,977",1.950,"Q3",0.50,3.33%,1.673,1.850,0.333,0.00040,0.08382,0.396,34.036,29,13.0,15.3,96.67%,30,
Conservation Physiology,2051-1434,2051-1434,"ECOLOGY - SCIE","1,949",3.079,"Q2",0.76,100.00%,3.668,2.697,0.610,0.00361,0.75796,0.942,61.125,120,9.5,4.4,97.56%,123,
ACTA AMAZONICA,0044-5967,1809-4392,"ECOLOGY - SCIE","1,935",1.126,"Q4",0.38,100.00%,1.413,1.074,0.314,0.00077,0.16306,0.322,24.922,50,10.1,12.6,98.04%,51,
ANNALES ZOOLOGICI FENNICI,0003-455X,1797-2450,"ECOLOGY - SCIE","1,845",1.324,"Q4",0.51,0.00%,1.347,1.297,0.286,0.00043,0.09026,0.355,31.059,13,13.0,17.2,92.86%,14,
POLAR RESEARCH,0800-0395,1751-8369,"ECOLOGY - SCIE","1,837",1.612,"Q3",0.43,100.00%,2.090,1.576,0.000,0.00143,0.30060,0.660,26.501,30,11.1,11.1,100.00%,30,
CHEMISTRY AND ECOLOGY,0275-7540,1029-0370,"ECOLOGY - SCIE","1,703",2.244,"Q3",0.44,0.50%,1.933,2.073,0.737,0.00096,0.20193,0.300,37.321,73,8.9,8.2,96.05%,76,
BMC ECOLOGY,N/A,1472-6785,"ECOLOGY - SCIE","1,690",2.964,"Q2",0.70,100.00%,3.322,2.909,0.284,0.00227,0.47615,0.972,58.735,67,11.4,7.1,100.00%,67,
Aquatic Invasions,1798-6540,1818-5487,"ECOLOGY - SCIE","1,688",2.170,"Q3",0.71,100.00%,2.370,2.045,1.051,0.00123,0.25900,0.548,51.320,37,11.3,7.8,94.87%,39,
Marine Biology Research,1745-1000,1745-1019,"ECOLOGY - SCIE","1,685",1.298,"Q4",0.46,1.73%,1.499,1.266,0.327,0.00163,0.34228,0.380,24.113,49,14.9,7.2,100.00%,49,
POPULATION ECOLOGY,1438-3896,1438-390X,"ECOLOGY - SCIE","1,520",2.100,"Q3",0.49,21.62%,2.250,2.029,1.146,0.00152,0.32009,0.713,38.253,35,12.7,8.8,85.37%,41,
Regional Studies in Marine Science,2352-4855,2352-4855,"ECOLOGY - SCIE","1,459",1.624,"Q3",0.50,4.18%,1.962,1.450,0.418,0.00260,0.54559,0.388,33.330,417,12.1,2.8,97.43%,428,
International Journal for Parasitology-Parasites and Wildlife,2213-2244,2213-2244,"ECOLOGY - SCIE","1,434",2.674,"Q2",0.72,100.00%,3.174,2.444,0.571,0.00258,0.54231,0.753,52.124,116,11.4,4.1,97.48%,119,
REVISTA CHILENA DE HISTORIA NATURAL,0716-078X,0717-6317,"ECOLOGY - SCIE","1,390",2.471,"Q3",0.54,100.00%,2.000,2.412,0.125,0.00027,0.05769,0.478,51.792,8,12.6,16.8,100.00%,8,
