"Journal Data Filtered By:  Selected Categories: ZOOLOGY Selected Editions: SCIE Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"JOURNAL OF INVERTEBRATE PATHOLOGY","J INVERTEBR PATHOL","0022-2011","1096-0805","ZOOLOGY - SCIE","8,134","3.4","Q1","1.87","20.27"%," 8/177 ","3.1","Q1","3.2","0.6",
"JOURNAL OF THERMAL BIOLOGY","J THERM BIOL","0306-4565","1879-0992","ZOOLOGY - SCIE","6,989","2.7","Q1","1.11","10.74"%," 15/177 ","3","Q1","2.5","0.9",
"INTEGRATIVE AND COMPARATIVE BIOLOGY","INTEGR COMP BIOL","1540-7063","1557-7023","ZOOLOGY - SCIE","6,925","2.6","Q1","1.63","16.55"%," 18/177 ","3.3","Q1","2.4","1.2",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY","COMP BIOCHEM PHYS B","1096-4959","1879-1107","ZOOLOGY - SCIE","6,889","2.2","Q1","0.83","9.45"%," 34/177 ","2.3","Q1","2.1","0.6",
"ZooKeys","ZOOKEYS","1313-2989","1313-2970","ZOOLOGY - SCIE","6,461","1.3","Q2","0.78","95.99"%," 81/177 ","1.2","Q3","1.1","0.4",
"ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","ZOOL J LINN SOC-LOND","0024-4082","1096-3642","ZOOLOGY - SCIE","6,196","2.8","Q1","1.8","7.78"%," 12/177 ","2.7","Q1","2.5","1.2",
"AMERICAN JOURNAL OF PRIMATOLOGY","AM J PRIMATOL","0275-2565","1098-2345","ZOOLOGY - SCIE","6,057","2.4","Q1","1.19","13.35"%," 25/177 ","2.7","Q1","2.2","0.9",
"Behavioural Processes","BEHAV PROCESS","0376-6357","1872-8308","ZOOLOGY - SCIE","5,468","1.3","Q2","0.59","13.22"%," 81/177 ","1.9","Q2","1.2","0.5",
"COPEIA","COPEIA","0045-8511","1938-5110","ZOOLOGY - SCIE","5,358","2.6","Q1","1.02","0"%," 18/177 ","1.5","Q2","2.6","N/A",
"BEHAVIOUR","BEHAVIOUR","0005-7959","1568-539X","ZOOLOGY - SCIE","5,242","1.3","Q2","0.59","14.12"%," 81/177 ","1.4","Q2","1.2","0.5",
"JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY","J COMP PHYSIOL A","0340-7594","1432-1351","ZOOLOGY - SCIE","5,120","2.1","Q1","0.7","34.8"%," 39/177 ","2","Q2","1.8","1.1",
"MARINE MAMMAL SCIENCE","MAR MAMMAL SCI","0824-0469","1748-7692","ZOOLOGY - SCIE","4,780","2.3","Q1","0.91","15.45"%," 30/177 ","2.3","Q1","2.1","0.4",
"ETHOLOGY","ETHOLOGY","0179-1613","1439-0310","ZOOLOGY - SCIE","4,596","1.7","Q2","0.6","19.87"%," 57/177 ","1.7","Q2","1.6","0.3",
"REPRODUCTION FERTILITY AND DEVELOPMENT","REPROD FERT DEVELOP","1031-3613","1448-5990","ZOOLOGY - SCIE","4,441","1.9","Q2","0.71","15.92"%," 47/177 ","2","Q2","1.7","0.2",
"ANIMAL COGNITION","ANIM COGN","1435-9448","1435-9456","ZOOLOGY - SCIE","4,254","2.7","Q1","1.18","32.43"%," 15/177 ","2.8","Q1","2.2","0.7",
"Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology","J COMP PHYSIOL B","0174-1578","1432-136X","ZOOLOGY - SCIE","4,246","2","Q1","0.95","19.72"%," 41/177 ","2.2","Q1","2","0.6",
"INTERNATIONAL JOURNAL OF PRIMATOLOGY","INT J PRIMATOL","0164-0291","1573-8604","ZOOLOGY - SCIE","4,200","2.5","Q1","1.29","31.41"%," 20/177 ","2.9","Q1","2.1","0.7",
"CLADISTICS","CLADISTICS","0748-3007","1096-0031","ZOOLOGY - SCIE","3,957","3.6","Q1","1.58","11.21"%," 7/177 ","4.1","Q1","3.4","1.6",
"WILDLIFE RESEARCH","WILDLIFE RES","1035-3712","1448-5494","ZOOLOGY - SCIE","3,507","1.9","Q2","0.76","29.82"%," 47/177 ","2","Q2","1.6","0.5",
"JOURNAL OF NATURAL HISTORY","J NAT HIST","0022-2933","1464-5262","ZOOLOGY - SCIE","3,459","0.8","Q4","0.27","4.95"%," 133/177 ","0.8","Q4","0.7","0.1",
"JOURNAL OF HERPETOLOGY","J HERPETOL","0022-1511","1937-2418","ZOOLOGY - SCIE","3,417","0.8","Q4","0.58","0"%," 133/177 ","1.1","Q3","0.8","0.1",
"JOURNAL OF NEMATOLOGY","J NEMATOL","0022-300X","2640-396X","ZOOLOGY - SCIE","3,389","1.3","Q2","0.66","95.44"%," 81/177 ","1.5","Q2","1.2","0.2",
"PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY","PHYSIOL BIOCHEM ZOOL","1522-2152","1537-5293","ZOOLOGY - SCIE","3,166","1.6","Q2","0.78","0.93"%," 63/177 ","2","Q2","1.5","1.2",
"MAMMAL REVIEW","MAMMAL REV","0305-1838","1365-2907","ZOOLOGY - SCIE","2,967","4.9","Q1","1.04","22.31"%," 2/177 ","4.7","Q1","4.7","0.7",
"EUROPEAN JOURNAL OF WILDLIFE RESEARCH","EUR J WILDLIFE RES","1612-4642","1439-0574","ZOOLOGY - SCIE","2,951","2","Q1","0.77","30.77"%," 41/177 ","2.1","Q1","1.9","0.5",
"JOURNAL OF COMPARATIVE PSYCHOLOGY","J COMP PSYCHOL","0735-7036","1939-2087","ZOOLOGY - SCIE","2,866","1.4","Q2","0.72","0"%," 77/177 ","1.6","Q2","1.3","0.7",
"Frontiers in Zoology","FRONT ZOOL","1742-9994","1742-9994","ZOOLOGY - SCIE","2,802","2.8","Q1","1.48","99.22"%," 12/177 ","3.1","Q1","2.8","0.5",
"PRIMATES","PRIMATES","0032-8332","1610-7365","ZOOLOGY - SCIE","2,718","1.7","Q2","0.88","21.55"%," 57/177 ","1.8","Q2","1.4","0.6",
"ANIMAL WELFARE","ANIM WELFARE","0962-7286","N/A","ZOOLOGY - SCIE","2,669","1.2","Q3","0.94","7.14"%," 92/177 ","2.1","Q1","1.1","0.2",
"ZOO BIOLOGY","ZOO BIOL","0733-3188","1098-2361","ZOOLOGY - SCIE","2,653","1.3","Q2","0.69","13.37"%," 81/177 ","1.6","Q2","1.1","0.4",
"JOURNAL OF CRUSTACEAN BIOLOGY","J CRUSTACEAN BIOL","0278-0372","1937-240X","ZOOLOGY - SCIE","2,648","1.1","Q3","0.53","6.88"%," 103/177 ","1.2","Q3","1","0.3",
"ZOOLOGICAL SCIENCE","ZOOL SCI","0289-0003","0289-0003","ZOOLOGY - SCIE","2,646","0.9","Q3","0.54","0.53"%," 124/177 ","1","Q3","0.8","0.5",
"JOURNAL OF HELMINTHOLOGY","J HELMINTHOL","0022-149X","1475-2697","ZOOLOGY - SCIE","2,590","1.6","Q2","0.71","10.78"%," 63/177 ","1.7","Q2","1.4","0.3",
"HERPETOLOGICA","HERPETOLOGICA","0018-0831","1938-5099","ZOOLOGY - SCIE","2,586","2.4","Q1","1.23","0"%," 25/177 ","1.9","Q2","2.4","0.2",
"LABORATORY ANIMALS","LAB ANIM-UK","0023-6772","1758-1117","ZOOLOGY - SCIE","2,570","2.4","Q1","0.96","16.67"%," 25/177 ","2.5","Q1","2.2","0.4",
"AMERICAN MUSEUM NOVITATES","AM MUS NOVIT","0003-0082","1937-352X","ZOOLOGY - SCIE","2,475","1.5","Q2","0.58","0"%," 70/177 ","1.8","Q2","1.4","0.2",
"BRAIN BEHAVIOR AND EVOLUTION","BRAIN BEHAV EVOLUT","0006-8977","1421-9743","ZOOLOGY - SCIE","2,446","1.7","Q2","0.59","28.57"%," 57/177 ","2.6","Q1","1.3","0.9",
"ZOOLOGICA SCRIPTA","ZOOL SCR","0300-3256","1463-6409","ZOOLOGY - SCIE","2,415","2.5","Q1","1.12","13.5"%," 20/177 ","2.5","Q1","2.5","0.5",
"Journal of the American Association for Laboratory Animal Science","J AM ASSOC LAB ANIM","1559-6109","1559-6109","ZOOLOGY - SCIE","2,395","1.7","Q2","0.77","0"%," 57/177 ","1.7","Q2","1.1","0.4",
"MAMMALIAN BIOLOGY","MAMM BIOL","1616-5047","1618-1476","ZOOLOGY - SCIE","2,392","1.6","Q2","0.91","30.35"%," 63/177 ","1.8","Q2","1.4","1",
"NEMATOLOGY","NEMATOLOGY","1388-5545","1388-5545","ZOOLOGY - SCIE","2,391","1.2","Q3","0.8","5.53"%," 92/177 ","1.2","Q3","0.8","0.5",
"ZOOLOGISCHER ANZEIGER","ZOOL ANZ","0044-5231","0044-5231","ZOOLOGY - SCIE","2,366","1.4","Q2","0.88","7.07"%," 77/177 ","1.4","Q2","1.3","0.5",
"Current Zoology","CURR ZOOL","1674-5507","2396-9814","ZOOLOGY - SCIE","2,301","2.2","Q1","1.26","92.01"%," 34/177 ","2.4","Q1","2","0.4",
"PAKISTAN JOURNAL OF ZOOLOGY","PAK J ZOOL","0030-9923","0030-9923","ZOOLOGY - SCIE","2,298","0.6","Q4","0.34","96.12"%," 155/177 ","0.7","Q4","0.5","0.2",
"Journal of Experimental Zoology Part A-Ecological and Integrative Physiology","J EXP ZOOL PART A","2471-5638","2471-5646","ZOOLOGY - SCIE","2,180","2.8","Q1","1.06","7.28"%," 12/177 ","2.5","Q1","2.7","0.5",
"ACTA PARASITOLOGICA","ACTA PARASITOL","1230-2821","1896-1851","ZOOLOGY - SCIE","2,030","1.5","Q2","0.61","9.77"%," 70/177 ","1.5","Q2","1.4","0.3",
"WILDLIFE BIOLOGY","WILDLIFE BIOL","0909-6396","1903-220X","ZOOLOGY - SCIE","2,010","1.9","Q2","0.7","95.32"%," 47/177 ","1.9","Q2","1.9","0.5",
"ZOOLOGY","ZOOLOGY","0944-2006","1873-2720","ZOOLOGY - SCIE","2,004","2","Q1","1.07","10.64"%," 41/177 ","2","Q2","2","0.2",
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","2165-8102","2165-8110","ZOOLOGY - SCIE","1,994","12","Q1","5.53","6.67"%," 1/177 ","11.4","Q1","11.9","3.2",
"Zebrafish","ZEBRAFISH","1545-8547","1557-8542","ZOOLOGY - SCIE","1,985","2","Q1","0.82","6.96"%," 41/177 ","2.3","Q1","1.9","0.3",
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION","J EXP PSYCHOL-ANIM L","2329-8456","2329-8464","ZOOLOGY - SCIE","1,945","1.3","Q2","0.61","3.88"%," 81/177 ","1.4","Q2","1","0.7",
"VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY","VET COMP ORTHOPAED","0932-0814","2567-6911","ZOOLOGY - SCIE","1,888","1.3","Q2","0.59","1.08"%," 81/177 ","1.6","Q2","1.1","0.2",
"JOURNAL OF MOLLUSCAN STUDIES","J MOLLUS STUD","0260-1230","1464-3766","ZOOLOGY - SCIE","1,874","1.2","Q3","0.56","6.25"%," 92/177 ","1.5","Q2","1.1","0.3",
"AUSTRALIAN JOURNAL OF ZOOLOGY","AUST J ZOOL","0004-959X","1446-5698","ZOOLOGY - SCIE","1,855","0.8","Q4","0.54","56.06"%," 133/177 ","1.1","Q3","0.8","0.1",
"ZOOLOGICAL RESEARCH","ZOOL RES","2095-8137","2095-8137","ZOOLOGY - SCIE","1,848","4.9","Q1","2.2","99.13"%," 2/177 ","4.6","Q1","4.4","1.4",
"Integrative Zoology","INTEGR ZOOL","1749-4877","1749-4869","ZOOLOGY - SCIE","1,835","3.3","Q1","1.43","16.02"%," 9/177 ","2.9","Q1","2.9","1",
"Neotropical Ichthyology","NEOTROP ICHTHYOL","1679-6225","N/A","ZOOLOGY - SCIE","1,743","1.7","Q2","0.77","90"%," 57/177 ","1.8","Q2","1.4","0.4",
"JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION","J EXP ZOOL PART B","1552-5007","1552-5015","ZOOLOGY - SCIE","1,736","2.2","Q1","0.65","16.77"%," 34/177 ","2.1","Q1","2","0.6",
"ZOOLOGICAL STUDIES","ZOOL STUD","1021-5506","1810-522X","ZOOLOGY - SCIE","1,736","1.6","Q2","0.97","0"%," 63/177 ","1.6","Q2","1.5","0.4",
"COMPARATIVE MEDICINE","COMPARATIVE MED","1532-0820","1532-0820","ZOOLOGY - SCIE","1,714","0.8","Q4","0.57","0"%," 133/177 ","1.5","Q2","0.8","0.3",
"FOLIA PRIMATOLOGICA","FOLIA PRIMATOL","0015-5713","1421-9980","ZOOLOGY - SCIE","1,707","1.9","Q2","0.74","7.84"%," 47/177 ","1.5","Q2","1.7","1.5",
"RAFFLES BULLETIN OF ZOOLOGY","RAFFLES B ZOOL","0217-2445","2345-7600","ZOOLOGY - SCIE","1,642","1.1","Q3","0.51","0"%," 103/177 ","1","Q3","0.9","0.4",
"MAMMALIA","MAMMALIA","0025-1461","1864-1547","ZOOLOGY - SCIE","1,637","1","Q3","0.62","2.78"%," 109/177 ","1","Q3","0.9","0.3",
"EXPERIMENTAL ANIMALS","EXP ANIM TOKYO","1341-1357","1881-7122","ZOOLOGY - SCIE","1,613","2.4","Q1","0.99","100"%," 25/177 ","2.3","Q1","2.3","0.4",
"Journal of Ichthyology","J ICHTHYOL+","0032-9452","1555-6425","ZOOLOGY - SCIE","1,600","0.7","Q4","0.31","6.02"%," 143/177 ","N/A","N/A","0.5","0.2",
"AQUATIC MAMMALS","AQUAT MAMM","0167-5427","N/A","ZOOLOGY - SCIE","1,596","1.2","Q3","0.61","0"%," 92/177 ","1.3","Q3","1","0.2",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","ZOOLOGY - SCIE","1,572","0.8","Q4","0.34","100"%," 133/177 ","1","Q3","0.8","0.1",
"ZOOLOGICHESKY ZHURNAL","ZOOL ZH","0044-5134","N/A","ZOOLOGY - SCIE","1,558","0.3","Q4","0.18","0"%," 173/177 ","0.3","Q4","0.2","0.1",
"JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH","J ZOOL SYST EVOL RES","0947-5745","1439-0469","ZOOLOGY - SCIE","1,536","1.9","Q2","0.81","68.4"%," 47/177 ","1.9","Q2","1.9","0.2",
"AMPHIBIA-REPTILIA","AMPHIBIA-REPTILIA","0173-5373","1568-5381","ZOOLOGY - SCIE","1,504","1.6","Q2","0.78","8.15"%," 63/177 ","1.3","Q3","1.5","0.1",
"ORGANISMS DIVERSITY & EVOLUTION","ORG DIVERS EVOL","1439-6092","1618-1077","ZOOLOGY - SCIE","1,468","1.6","Q2","0.82","24.28"%," 63/177 ","1.8","Q2","1.6","0.6",
"ANNALES ZOOLOGICI FENNICI","ANN ZOOL FENN","0003-455X","1797-2450","ZOOLOGY - SCIE","1,465","0.7","Q4","0.32","0"%," 143/177 ","0.8","Q4","0.6","0.5",
"PACIFIC SCIENCE","PAC SCI","0030-8870","1534-6188","ZOOLOGY - SCIE","1,366","0.7","Q4","0.36","5.26"%," 143/177 ","0.8","Q4","0.6","0.1",
"TURKISH JOURNAL OF ZOOLOGY","TURK J ZOOL","1300-0179","1303-6114","ZOOLOGY - SCIE","1,296","1","Q3","0.46","0"%," 109/177 ","0.8","Q4","0.9","0.6",
"INVERTEBRATE SYSTEMATICS","INVERTEBR SYST","1445-5226","1447-2600","ZOOLOGY - SCIE","1,215","2.2","Q1","0.88","9.32"%," 34/177 ","2","Q2","2","0.9",
"ACTA ZOOLOGICA","ACTA ZOOL-STOCKHOLM","0001-7272","1463-6395","ZOOLOGY - SCIE","1,205","1.2","Q3","0.67","7.41"%," 92/177 ","1.1","Q3","1.1","0.7",
"European Journal of Taxonomy","EUR J TAXON","N/A","2118-9773","ZOOLOGY - SCIE","1,126","1.2","Q3","0.56","97.26"%," 92/177 ","1.2","Q3","1.1","0.4",
"JOURNAL OF MAMMALIAN EVOLUTION","J MAMM EVOL","1064-7554","1573-7055","ZOOLOGY - SCIE","1,116","1.9","Q2","0.91","13.3"%," 47/177 ","1.9","Q2","1.7","0.2",
"ETHOLOGY ECOLOGY & EVOLUTION","ETHOL ECOL EVOL","0394-9370","1828-7131","ZOOLOGY - SCIE","1,105","1.2","Q3","0.56","4.22"%," 92/177 ","1.2","Q3","1.2","0.9",
"HYSTRIX-Italian Journal of Mammalogy","HYSTRIX","0394-1914","1825-5272","ZOOLOGY - SCIE","1,067","1.5","Q2","0.77","0"%," 70/177 ","1.8","Q2","1.5","0.5",
"ICHTHYOLOGICAL RESEARCH","ICHTHYOL RES","1341-8998","1616-3915","ZOOLOGY - SCIE","1,042","1.2","Q3","0.45","2.37"%," 92/177 ","1","Q3","1","0.2",
"ZOOMORPHOLOGY","ZOOMORPHOLOGY","0720-213X","1432-234X","ZOOLOGY - SCIE","1,021","1","Q3","0.68","32.46"%," 109/177 ","1.2","Q3","0.9","0.2",
"NEW ZEALAND JOURNAL OF ZOOLOGY","NEW ZEAL J ZOOL","0301-4223","1175-8821","ZOOLOGY - SCIE","1,018","1.3","Q2","0.48","5.71"%," 81/177 ","0.9","Q3","1.3","0.4",
"LEARNING & BEHAVIOR","LEARN BEHAV","1543-4494","1543-4508","ZOOLOGY - SCIE","1,001","1.8","Q2","0.47","26.5"%," 54/177 ","2","Q2","1.7","0.5",
"BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING","BIOACOUSTICS","0952-4622","2165-0586","ZOOLOGY - SCIE","1,000","1.8","Q2","0.97","11.03"%," 54/177 ","1.9","Q2","1.8","0.6",
"CHELONIAN CONSERVATION AND BIOLOGY","CHELONIAN CONSERV BI","1071-8443","1943-3956","ZOOLOGY - SCIE","961","0.7","Q4","0.48","3.03"%," 143/177 ","1.3","Q3","0.6","<0.1",
"JOURNAL OF ETHOLOGY","J ETHOL","0289-0771","1439-5444","ZOOLOGY - SCIE","948","0.9","Q3","0.47","22.31"%," 124/177 ","1.2","Q3","0.8","0.2",
"REVUE SUISSE DE ZOOLOGIE","REV SUISSE ZOOL","0035-418X","0035-418X","ZOOLOGY - SCIE","937","0.8","Q4","0.37","96.15"%," 133/177 ","0.7","Q4","0.7","0.3",
"ACTA CHIROPTEROLOGICA","ACTA CHIROPTEROL","1508-1109","1733-5329","ZOOLOGY - SCIE","897","1","Q3","0.56","0"%," 109/177 ","1.2","Q3","0.8","<0.1",
"WILDLIFE MONOGRAPHS","WILDLIFE MONOGR","0084-0173","1938-5455","ZOOLOGY - SCIE","876","4.4","Q1","2.1","33.33"%," 5/177 ","4.3","Q1","4.4","<0.1",
"Zoologia","ZOOLOGIA-CURITIBA","1984-4689","1984-4689","ZOOLOGY - SCIE","871","0.9","Q3","0.41","95.12"%," 124/177 ","1.1","Q3","0.9","0.3",
"INVERTEBRATE BIOLOGY","INVERTEBR BIOL","1077-8306","1744-7410","ZOOLOGY - SCIE","870","1.2","Q3","0.61","11.34"%," 92/177 ","1.1","Q3","1.1","0.2",
"Herpetological Conservation and Biology","HERPETOL CONSERV BIO","2151-0733","1931-7603","ZOOLOGY - SCIE","849","0.6","Q4","0.42","0"%," 155/177 ","0.9","Q3","0.6","<0.1",
"JOURNAL OF MEDICAL PRIMATOLOGY","J MED PRIMATOL","0047-2565","1600-0684","ZOOLOGY - SCIE","834","0.7","Q4","0.34","4.19"%," 143/177 ","0.7","Q4","0.4","0.1",
"CYBIUM","CYBIUM","0399-0974","2101-0315","ZOOLOGY - SCIE","828","0.7","Q4","0.36","0"%," 143/177 ","0.6","Q4","0.7","0.7",
"INVERTEBRATE REPRODUCTION & DEVELOPMENT","INVERTEBR REPROD DEV","0792-4259","2157-0272","ZOOLOGY - SCIE","819","0.8","Q4","0.38","2.53"%," 133/177 ","1","Q3","0.8","0.2",
"Veterinary Research Forum","VET RES FORUM","2008-8140","2322-3618","ZOOLOGY - SCIE","815","1","Q3","0.47","0"%," 109/177 ","1.3","Q3","1","0.2",
"Animal Cells and Systems","ANIM CELLS SYST","1976-8354","2151-2485","ZOOLOGY - SCIE","789","2.9","Q1","0.83","95.38"%," 10/177 ","2.1","Q1","2.2","0.4",
"HERPETOLOGICAL JOURNAL","HERPETOL J","0268-0130","0268-0130","ZOOLOGY - SCIE","783","1","Q3","0.6","2.74"%," 109/177 ","0.9","Q3","0.9","0.2",
"AUSTRALIAN MAMMALOGY","AUST MAMMAL","0310-0049","1836-7402","ZOOLOGY - SCIE","771","1.2","Q3","0.67","8.57"%," 92/177 ","1.1","Q3","1.1","0.6",
"Mammal Research","MAMMAL RES","2199-2401","2199-241X","ZOOLOGY - SCIE","752","1.5","Q2","0.91","27.05"%," 70/177 ","1.8","Q2","1.4","0.5",
"URSUS","URSUS","1537-6176","1938-5439","ZOOLOGY - SCIE","731","1.3","Q2","0.6","0"%," 81/177 ","1.5","Q2","1.1","0.3",
"STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT","STUD NEOTROP FAUNA E","0165-0521","1744-5140","ZOOLOGY - SCIE","719","0.9","Q3","0.45","1.18"%," 124/177 ","0.8","Q4","0.8","0.2",
"MALACOLOGIA","MALACOLOGIA","0076-2997","2168-9075","ZOOLOGY - SCIE","706","1.3","Q2","0.53","0"%," 81/177 ","2.4","Q1","1.3","<0.1",
"HELMINTHOLOGIA","HELMINTHOLOGIA","0440-6605","1336-9083","ZOOLOGY - SCIE","689","1","Q3","0.42","98.51"%," 109/177 ","1.1","Q3","1","0.1",
"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE","ACTA ZOOL ACAD SCI H","1217-8837","N/A","ZOOLOGY - SCIE","669","0.8","Q4","0.46","98.84"%," 133/177 ","0.8","Q4","0.8","0.3",
"ACTA ZOOLOGICA BULGARICA","ACTA ZOOL BULGAR","0324-0770","N/A","ZOOLOGY - SCIE","669","0.5","Q4","0.23","0"%," 161/177 ","0.5","Q4","0.4","0.2",
"AFRICAN ZOOLOGY","AFR ZOOL","1562-7020","2224-073X","ZOOLOGY - SCIE","661","1.1","Q3","0.58","3.45"%," 103/177 ","1.2","Q3","1","0.2",
"ACTA ICHTHYOLOGICA ET PISCATORIA","ACTA ICHTHYOL PISCAT","0137-1592","1734-1515","ZOOLOGY - SCIE","637","1","Q3","0.43","95.21"%," 109/177 ","0.9","Q3","1","0.3",
"IHERINGIA SERIE ZOOLOGIA","IHERINGIA SER ZOOL","0073-4721","1678-4766","ZOOLOGY - SCIE","614","0.4","Q4","0.29","92.68"%," 167/177 ","0.6","Q4","0.4","0.1",
"ZOOLOGY IN THE MIDDLE EAST","ZOOL MIDDLE EAST","0939-7140","2326-2680","ZOOLOGY - SCIE","611","0.7","Q4","0.44","1.55"%," 143/177 ","0.7","Q4","0.6","0.3",
"European Zoological Journal","EUR ZOOL J","2475-0263","2475-0263","ZOOLOGY - SCIE","578","1.8","Q2","0.97","97.05"%," 54/177 ","1.8","Q2","1.7","0.6",
"BOLETIM DO INSTITUTO DE PESCA","BOL INST PESCA","0046-9939","1678-2305","ZOOLOGY - SCIE","568","0.4","Q4","0.27","95.29"%," 167/177 ","0.8","Q4","0.4","<0.1",
"ANIMAL BIOLOGY","ANIM BIOL","1570-7555","1570-7563","ZOOLOGY - SCIE","564","1.2","Q3","0.81","7.41"%," 92/177 ","1.3","Q3","1.2","0.2",
"RECORDS OF THE AUSTRALIAN MUSEUM","REC AUST MUS","0067-1975","0067-1975","ZOOLOGY - SCIE","545","0.3","Q4","0.19","92.86"%," 173/177 ","0.4","Q4","0.3","0.1",
"SALAMANDRA","SALAMANDRA","0036-3375","0036-3375","ZOOLOGY - SCIE","544","1.3","Q2","0.65","0.93"%," 81/177 ","1.2","Q3","1.1","0.2",
"ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS","ICHTHYOL EXPLOR FRES","0936-9902","N/A","ZOOLOGY - SCIE","542","1","Q3","0.36","0"%," 109/177 ","1","Q3","1","N/A",
"CONTRIBUTIONS TO ZOOLOGY","CONTRIB ZOOL","1383-4517","1875-9866","ZOOLOGY - SCIE","536","2.2","Q1","1.42","95.56"%," 34/177 ","2.1","Q1","2.1","0.7",
