"Journal Data Filtered By:  Selected Categories: ECOLOGY Selected Editions: SCIE Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"FLORA","FLORA","0367-2530","1618-0585","ECOLOGY - SCIE","4,007","1.9","Q3","0.36","6.22"%," 109/171 ","2","Q3","1.7","0.3",
"AQUATIC MICROBIAL ECOLOGY","AQUAT MICROB ECOL","0948-3055","1616-1564","ECOLOGY - SCIE","3,933","1.4","Q4","0.34","13.89"%," 133/171 ","1.4","Q4","1.4","0.2",
"Ecohydrology","ECOHYDROLOGY","1936-0584","1936-0592","ECOLOGY - SCIE","3,910","2.6","Q2","0.61","12.99"%," 85/171 ","2.9","Q2","2.4","0.5",
"PALEOBIOLOGY","PALEOBIOLOGY","0094-8373","1938-5331","ECOLOGY - SCIE","3,898","2.7","Q2","0.95","58.06"%," 75/171 ","2.6","Q3","2.6","0.9",
"Fungal Ecology","FUNGAL ECOL","1754-5048","1878-0083","ECOLOGY - SCIE","3,800","2.9","Q2","1","19.58"%," 67/171 ","3.3","Q2","2.8","0.8",
"THEORETICAL POPULATION BIOLOGY","THEOR POPUL BIOL","0040-5809","1096-0325","ECOLOGY - SCIE","3,709","1.4","Q4","0.35","33.33"%," 133/171 ","1.5","Q4","1.2","0.2",
"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY","INT J SUST DEV WORLD","1350-4509","1745-2627","ECOLOGY - SCIE","3,610","5.6","Q1","0.97","11.06"%," 21/171 ","5.2","Q1","5.4","3.6",
"Regional Studies in Marine Science","REG STUD MAR SCI","2352-4855","2352-4855","ECOLOGY - SCIE","3,598","2.1","Q3","0.61","9"%," 100/171 ","2.1","Q3","2","0.5",
"EVOLUTIONARY ECOLOGY","EVOL ECOL","0269-7653","1573-8477","ECOLOGY - SCIE","3,566","1.9","Q3","0.47","24.21"%," 109/171 ","2","Q3","1.8","0.7",
"WILDLIFE RESEARCH","WILDLIFE RES","1035-3712","1448-5494","ECOLOGY - SCIE","3,507","1.9","Q3","0.76","29.82"%," 109/171 ","2","Q3","1.6","0.5",
"AMERICAN MIDLAND NATURALIST","AM MIDL NAT","0003-0031","1938-4238","ECOLOGY - SCIE","3,478","0.6","Q4","0.17","0"%," 160/171 ","0.7","Q4","0.6","0.3",
"JOURNAL OF NATURAL HISTORY","J NAT HIST","0022-2933","1464-5262","ECOLOGY - SCIE","3,459","0.8","Q4","0.27","4.95"%," 151/171 ","0.8","Q4","0.7","0.1",
"ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","ACTA OECOL","1146-609X","1873-6238","ECOLOGY - SCIE","3,430","1.8","Q3","0.48","13.15"%," 114/171 ","1.8","Q3","1.8","0.4",
"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","APPL ECOL ENV RES","1589-1623","1785-0037","ECOLOGY - SCIE","3,257","0.7","Q4","0.16","99.84"%," 156/171 ","0.9","Q4","0.6","0.2",
"JOURNAL OF TROPICAL ECOLOGY","J TROP ECOL","0266-4674","1469-7831","ECOLOGY - SCIE","3,196","1.4","Q4","0.32","18.85"%," 133/171 ","1.7","Q4","1.4","0.3",
"Rangeland Ecology & Management","RANGELAND ECOL MANAG","1550-7424","1551-5028","ECOLOGY - SCIE","3,185","2.3","Q3","0.56","39.6"%," 92/171 ","2.5","Q3","2","0.8",
"MAMMAL REVIEW","MAMMAL REV","0305-1838","1365-2907","ECOLOGY - SCIE","2,967","4.9","Q1","1.04","22.31"%," 32/171 ","4.7","Q1","4.7","0.7",
"Journal of Plant Ecology","J PLANT ECOL","1752-9921","1752-993X","ECOLOGY - SCIE","2,964","2.7","Q2","0.65","36.59"%," 75/171 ","2.6","Q3","2.2","1.5",
"EUROPEAN JOURNAL OF WILDLIFE RESEARCH","EUR J WILDLIFE RES","1612-4642","1439-0574","ECOLOGY - SCIE","2,951","2","Q3","0.77","30.77"%," 103/171 ","2.1","Q3","1.9","0.5",
"AoB Plants","AOB PLANTS","2041-2851","2041-2851","ECOLOGY - SCIE","2,914","2.9","Q2","0.76","95.69"%," 67/171 ","3.4","Q2","2.9","0.4",
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","1402-2001","1654-109X","ECOLOGY - SCIE","2,787","2.8","Q2","0.85","22.65"%," 72/171 ","2.9","Q2","2.5","0.6",
"BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY","B AM MUS NAT HIST","0003-0090","1937-3546","ECOLOGY - SCIE","2,714","3.4","Q2","1.08","0"%," 55/171 ","3.2","Q2","3.3","1.8",
"PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","PERSPECT PLANT ECOL","1433-8319","1433-8319","ECOLOGY - SCIE","2,704","3.6","Q2","0.84","16.47"%," 52/171 ","3.6","Q2","3.6","1",
"PEDOBIOLOGIA","PEDOBIOLOGIA","0031-4056","1873-1511","ECOLOGY - SCIE","2,695","2.3","Q3","0.54","17.29"%," 92/171 ","2.5","Q3","2.1","0.5",
"JOURNAL FOR NATURE CONSERVATION","J NAT CONSERV","1617-1381","1618-1093","ECOLOGY - SCIE","2,652","2","Q3","0.57","21.38"%," 103/171 ","2.7","Q2","1.9","0.5",
"AFRICAN JOURNAL OF ECOLOGY","AFR J ECOL","0141-6707","1365-2028","ECOLOGY - SCIE","2,600","1","Q4","0.26","9.84"%," 147/171 ","1.2","Q4","0.9","0.3",
"Ecological Complexity","ECOL COMPLEX","1476-945X","1476-9840","ECOLOGY - SCIE","2,513","3.5","Q2","0.86","12.6"%," 54/171 ","2.9","Q2","3.5","0.9",
"Conservation Physiology","CONSERV PHYSIOL","2051-1434","2051-1434","ECOLOGY - SCIE","2,330","2.7","Q2","0.7","92.69"%," 75/171 ","3","Q2","2.6","0.7",
"Freshwater Science","FRESHW SCI","2161-9549","2161-9565","ECOLOGY - SCIE","2,321","1.8","Q3","0.61","16.87"%," 114/171 ","2.2","Q3","1.8","1.2",
"AQUATIC ECOLOGY","AQUAT ECOL","1386-2588","1573-5125","ECOLOGY - SCIE","2,253","1.8","Q3","0.62","12.96"%," 114/171 ","1.8","Q3","1.8","0.6",
"WILDLIFE BIOLOGY","WILDLIFE BIOL","0909-6396","1903-220X","ECOLOGY - SCIE","2,010","1.9","Q3","0.7","95.32"%," 109/171 ","1.9","Q3","1.9","0.5",
"Ecological Processes","ECOL PROCESS","N/A","2192-1709","ECOLOGY - SCIE","1,882","4.8","Q1","0.84","99.5"%," 36/171 ","4.6","Q1","4.6","0.9",
"Frontiers in Forests and Global Change","FRONT FOR GLOB CHANG","N/A","2624-893X","ECOLOGY - SCIE","1,856","3.2","Q2","1.03","99.04"%," 62/171 ","3.8","Q2","3","0.6",
"ECOSCIENCE","ECOSCIENCE","1195-6860","2376-7626","ECOLOGY - SCIE","1,815","1.3","Q4","0.39","14.81"%," 139/171 ","1.4","Q4","1.3","0.5",
"POLAR RESEARCH","POLAR RES-SWEDEN","0800-0395","1751-8369","ECOLOGY - SCIE","1,770","1.9","Q3","0.45","100"%," 109/171 ","1.9","Q3","1.8","0.6",
"People and Nature","PEOPLE NAT","N/A","2575-8314","ECOLOGY - SCIE","1,722","6.1","Q1","1.58","76.83"%," 16/171 ","6.5","Q1","5.5","0.8",
"International Journal for Parasitology-Parasites and Wildlife","INT J PARASITOL-PAR","2213-2244","2213-2244","ECOLOGY - SCIE","1,663","1.8","Q3","0.61","94.13"%," 114/171 ","2.1","Q3","1.7","0.6",
"CHEMISTRY AND ECOLOGY","CHEM ECOL","0275-7540","1029-0370","ECOLOGY - SCIE","1,654","2.5","Q3","0.44","0"%," 88/171 ","2","Q3","2.1","0.5",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","ECOLOGY - SCIE","1,572","0.8","Q4","0.34","100"%," 151/171 ","1","Q4","0.8","0.1",
"Marine Biology Research","MAR BIOL RES","1745-1000","1745-1019","ECOLOGY - SCIE","1,571","1.1","Q4","0.37","8.43"%," 145/171 ","1.4","Q4","1.1","0.2",
"NeoBiota","NEOBIOTA","1619-0033","1314-2488","ECOLOGY - SCIE","1,506","5.1","Q1","1.34","95.81"%," 27/171 ","4.7","Q1","4.7","0.8",
"POPULATION ECOLOGY","POPUL ECOL","1438-3896","1438-390X","ECOLOGY - SCIE","1,484","1.7","Q3","0.45","32.63"%," 120/171 ","2.1","Q3","1.5","0.6",
"ANNALES ZOOLOGICI FENNICI","ANN ZOOL FENN","0003-455X","1797-2450","ECOLOGY - SCIE","1,465","0.7","Q4","0.32","0"%," 156/171 ","0.8","Q4","0.6","0.5",
"Movement Ecology","MOV ECOL","2051-3933","2051-3933","ECOLOGY - SCIE","1,439","4.1","Q2","1.03","100"%," 43/171 ","4.3","Q1","3.9","0.7",
"Aquatic Invasions","AQUAT INVASIONS","1798-6540","1818-5487","ECOLOGY - SCIE","1,433","1.6","Q3","0.68","100"%," 125/171 ","2","Q3","1.6","0.8",
"Fire Ecology","FIRE ECOL","1933-9747","1933-9747","ECOLOGY - SCIE","1,394","5.1","Q1","1.3","100"%," 27/171 ","4.5","Q1","4.7","0.4",
"Remote Sensing in Ecology and Conservation","REMOTE SENS ECOL CON","N/A","2056-3485","ECOLOGY - SCIE","1,390","5.5","Q1","1.22","76.7"%," 22/171 ","6.2","Q1","5.2","0.5",
"TROPICAL ECOLOGY","TROP ECOL","0564-3295","2661-8982","ECOLOGY - SCIE","1,369","1.6","Q3","0.38","1.85"%," 125/171 ","1.5","Q4","1.5","0.3",
"NEW ZEALAND JOURNAL OF ECOLOGY","NEW ZEAL J ECOL","0110-6465","1177-7788","ECOLOGY - SCIE","1,344","1.6","Q3","0.46","89.53"%," 125/171 ","1.9","Q3","1.4","1",
"RUSSIAN JOURNAL OF ECOLOGY","RUSS J ECOL+","1067-4136","1608-3334","ECOLOGY - SCIE","1,319","1.1","Q4","0.23","0"%," 145/171 ","1","Q4","0.9","0.3",
"REVISTA CHILENA DE HISTORIA NATURAL","REV CHIL HIST NAT","0716-078X","0717-6317","ECOLOGY - SCIE","1,302","2.2","Q3","0.46","100"%," 97/171 ","2.4","Q3","1.8","0.2",
"JOURNAL OF FRESHWATER ECOLOGY","J FRESHWATER ECOL","0270-5060","2156-6941","ECOLOGY - SCIE","1,287","1.3","Q4","0.37","97.8"%," 139/171 ","1.5","Q4","1.2","0.4",
"Fire-Switzerland","FIRE-BASEL","2571-6255","2571-6255","ECOLOGY - SCIE","1,202","3.2","Q2","1.03","99.47"%," 62/171 ","4","Q2","2.7","0.7",
"SOUTHWESTERN NATURALIST","SOUTHWEST NAT","0038-4909","1943-6262","ECOLOGY - SCIE","1,199","0.2","Q4","0.03","0"%," 170/171 ","0.3","Q4","0.1","<0.1",
"ECOHYDROLOGY & HYDROBIOLOGY","ECOHYDROL HYDROBIOL","1642-3593","2080-3397","ECOLOGY - SCIE","1,184","2.6","Q2","0.72","5.75"%," 85/171 ","3","Q2","2.5","1",
"Polar Science","POLAR SCI","1873-9652","1876-4428","ECOLOGY - SCIE","1,138","1.8","Q3","0.55","43.19"%," 114/171 ","1.9","Q3","1.7","0.5",
"Journal of Biological Dynamics","J BIOL DYNAM","1751-3758","1751-3766","ECOLOGY - SCIE","1,126","2.8","Q2","0.64","99.14"%," 72/171 ","2.6","Q3","2.7","0.4",
"Ecosystem Health and Sustainability","ECOSYST HEALTH SUST","2096-4129","2332-8878","ECOLOGY - SCIE","1,125","4.9","Q1","0.79","94.74"%," 32/171 ","5.3","Q1","4.8","0.8",
"CHEMOECOLOGY","CHEMOECOLOGY","0937-7409","1423-0445","ECOLOGY - SCIE","1,107","1.8","Q3","0.4","15.85"%," 114/171 ","1.9","Q3","1.8","0.5",
"RANGELAND JOURNAL","RANGELAND J","1036-9872","1834-7541","ECOLOGY - SCIE","1,094","1.2","Q4","0.41","41.49"%," 143/171 ","1.5","Q4","1.1","0.3",
"PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA","P ACAD NAT SCI PHILA","0097-3157","N/A","ECOLOGY - SCIE","1,084","0.6","Q4","0.41","0"%," 160/171 ","0.7","Q4","0.6","N/A",
