"Journal Data Filtered By:  Selected Categories: ZOOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY","PHYSIOL BIOCHEM ZOOL","UNIV CHICAGO PRESS","1522-2152","1537-5293","ZOOLOGY","SCIE","2,886","1.8","Q1","0.94","3.66"%," 42/182 ","1.7","Q2","1.8","N/A",
"Frontiers in Zoology","FRONT ZOOL","BMC","1742-9994","1742-9994","ZOOLOGY","SCIE","2,838","2.6","Q1","1.45","100"%," 12/182 ","2.9","Q1","2.6","0.6",
"JOURNAL OF CRUSTACEAN BIOLOGY","J CRUSTACEAN BIOL","OXFORD UNIV PRESS","0278-0372","1937-240X","ZOOLOGY","SCIE","2,770","1.2","Q2","0.55","12.56"%," 85/182 ","1.1","Q3","1","0.4",
"JOURNAL OF HELMINTHOLOGY","J HELMINTHOL","CAMBRIDGE UNIV PRESS","0022-149X","1475-2697","ZOOLOGY","SCIE","2,672","1.6","Q2","0.61","25.27"%," 53/182 ","1.6","Q2","1.4","0.6",
"MAMMALIAN BIOLOGY","MAMM BIOL","SPRINGER HEIDELBERG","1616-5047","1618-1476","ZOOLOGY","SCIE","2,663","2.3","Q1","1.14","34.83"%," 17/182 ","2.2","Q1","2.2","0.4",
"ZOOLOGICAL RESEARCH","ZOOL RES","SCIENCE PRESS","2095-8137","2095-8137","ZOOLOGY","SCIE","2,628","4.7","Q1","2.23","100"%," 3/182 ","4.7","Q1","4.1","1.3",
"ANIMAL WELFARE","ANIM WELFARE","CAMBRIDGE UNIV PRESS","0962-7286","2054-1538","ZOOLOGY","SCIE","2,625","2.3","Q1","1.05","72.05"%," 17/182 ","2.1","Q1","2","0.4",
"ZOOLOGICA SCRIPTA","ZOOL SCR","WILEY","0300-3256","1463-6409","ZOOLOGY","SCIE","2,619","2","Q1","0.97","27.22"%," 32/182 ","2.4","Q1","1.8","0.5",
"LABORATORY ANIMALS","LAB ANIM-UK","SAGE PUBLICATIONS INC","0023-6772","1758-1117","ZOOLOGY","SCIE","2,533","1.3","Q2","0.56","16.67"%," 75/182 ","2","Q1","1.1","<0.1",
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","ZOOLOGY","SCIE","2,445","8.7","Q1","3.53","57.14"%," 1/182 ","13.1","Q1","8.7","5.2",
"HERPETOLOGICA","HERPETOLOGICA","HERPETOLOGISTS LEAGUE","0018-0831","1938-5099","ZOOLOGY","SCIE","2,410","1.1","Q3","0.67","0"%," 96/182 ","1.8","Q2","1","0.9",
"ZOOLOGISCHER ANZEIGER","ZOOL ANZ","ELSEVIER GMBH","0044-5231","0044-5231","ZOOLOGY","SCIE","2,407","1.5","Q2","0.85","12.65"%," 60/182 ","1.5","Q2","1.2","0.3",
"PRIMATES","PRIMATES","SPRINGER JAPAN KK","0032-8332","1610-7365","ZOOLOGY","SCIE","2,394","1.5","Q2","0.79","30.82"%," 60/182 ","1.6","Q2","1.2","0.4",
"Journal of the American Association for Laboratory Animal Science","J AM ASSOC LAB ANIM","AMER ASSOC LABORATORY ANIMAL SCIENCE","1559-6109","1559-6109","ZOOLOGY","SCIE","2,380","1.7","Q2","0.78","0.52"%," 48/182 ","1.8","Q2","1.2","0.5",
"JOURNAL OF COMPARATIVE PSYCHOLOGY","J COMP PSYCHOL","AMER PSYCHOLOGICAL ASSOC","0735-7036","1939-2087","ZOOLOGY","SCIE","2,361","0.9","Q3","0.53","18.07"%," 116/182 ","1.3","Q2","0.9","0.2",
"ZOOLOGICAL SCIENCE","ZOOL SCI","ZOOLOGICAL SOC JAPAN","0289-0003","0289-0003","ZOOLOGY","SCIE","2,340","1","Q3","0.56","1.67"%," 107/182 ","0.9","Q3","0.9","0.5",
"ZOO BIOLOGY","ZOO BIOL","WILEY","0733-3188","1098-2361","ZOOLOGY","SCIE","2,332","1.4","Q2","0.7","33.68"%," 69/182 ","1.5","Q2","1.2","0.3",
"ACTA PARASITOLOGICA","ACTA PARASITOL","SPRINGER INT PUBL AG","1230-2821","1896-1851","ZOOLOGY","SCIE","2,327","1.5","Q2","0.59","17.1"%," 60/182 ","1.6","Q2","1.5","0.4",
"Current Zoology","CURR ZOOL","OXFORD UNIV PRESS","1674-5507","2396-9814","ZOOLOGY","SCIE","2,299","2","Q1","1.02","97.75"%," 32/182 ","2.1","Q1","1.8","0.5",
"Neotropical Ichthyology","NEOTROP ICHTHYOL","SOC BRASILEIRA ICTIOLOGIA","1679-6225","N/A","ZOOLOGY","SCIE","2,224","1.8","Q1","0.88","98.25"%," 42/182 ","2","Q1","1.2","0.7",
"Integrative Zoology","INTEGR ZOOL","WILEY","1749-4877","1749-4869","ZOOLOGY","SCIE","2,185","3.7","Q1","1.68","26.88"%," 7/182 ","3","Q1","3.1","0.6",
"AMERICAN MUSEUM NOVITATES","AM MUS NOVIT","AMER MUSEUM NATURAL HISTORY","0003-0082","1937-352X","ZOOLOGY","SCIE","2,139","1.2","Q2","0.45","0"%," 85/182 ","1.3","Q2","1.2","0.5",
"Journal of Experimental Zoology Part A-Ecological and Integrative Physiology","J EXP ZOOL PART A","WILEY","2471-5638","2471-5646","ZOOLOGY","SCIE","2,127","1.4","Q2","0.93","28.1"%," 69/182 ","2.1","Q1","1.3","0.3",
"WILDLIFE BIOLOGY","WILDLIFE BIOL","WILEY","0909-6396","1903-220X","ZOOLOGY","SCIE","2,102","1.5","Q2","0.69","99.46"%," 60/182 ","2.2","Q1","1.4","0.6",
"NEMATOLOGY","NEMATOLOGY","BRILL","1388-5545","1388-5545","ZOOLOGY","SCIE","2,095","1.1","Q3","0.73","9.3"%," 96/182 ","1.1","Q3","0.8","0.3",
"BRAIN BEHAVIOR AND EVOLUTION","BRAIN BEHAV EVOLUT","KARGER","0006-8977","1421-9743","ZOOLOGY","SCIE","1,963","1.9","Q1","0.66","21.33"%," 35/182 ","1.6","Q2","1.7","0.2",
"AUSTRALIAN JOURNAL OF ZOOLOGY","AUST J ZOOL","CSIRO PUBLISHING","0004-959X","1446-5698","ZOOLOGY","SCIE","1,875","0.9","Q3","0.49","79.25"%," 116/182 ","0.9","Q3","0.9","0.6",
"ZOOLOGICAL STUDIES","ZOOL STUD","BIODIVERSITY RESEARCH CENTER, ACAD SINICA","1021-5506","1810-522X","ZOOLOGY","SCIE","1,836","1.4","Q2","0.79","0"%," 69/182 ","1.5","Q2","1.3","0.2",
"ZOOLOGY","ZOOLOGY","ELSEVIER GMBH","0944-2006","1873-2720","ZOOLOGY","SCIE","1,818","1.6","Q2","0.89","19.44"%," 53/182 ","1.7","Q2","1.6","0.4",
"JOURNAL OF MOLLUSCAN STUDIES","J MOLLUS STUD","OXFORD UNIV PRESS","0260-1230","1464-3766","ZOOLOGY","SCIE","1,816","1.2","Q2","0.61","28.7"%," 85/182 ","1.5","Q2","1.1","0.6",
"VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY","VET COMP ORTHOPAED","GEORG THIEME VERLAG KG","0932-0814","2567-6911","ZOOLOGY","SCIE","1,793","1.1","Q3","0.57","6.9"%," 96/182 ","1.3","Q2","0.9","0.3",
"Zebrafish","ZEBRAFISH","MARY ANN LIEBERT, INC","1545-8547","1557-8542","ZOOLOGY","SCIE","1,711","1.2","Q2","0.59","10.71"%," 85/182 ","1.8","Q2","1.1","0.2",
"MAMMALIA","MAMMALIA","WALTER DE GRUYTER GMBH","0025-1461","1864-1547","ZOOLOGY","SCIE","1,678","0.8","Q3","0.5","5.02"%," 131/182 ","1","Q3","0.6","0.1",
"RAFFLES BULLETIN OF ZOOLOGY","RAFFLES B ZOOL","NATL UNIV SINGAPOIRE, FAC SCIENCE,LEE KONG CHIAN NATURAL HISTORY MUSEUM","0217-2445","2345-7600","ZOOLOGY","SCIE","1,666","1","Q3","0.54","0"%," 107/182 ","0.9","Q3","0.9","0.2",
"European Journal of Taxonomy","EUR J TAXON","MUSEUM NATL HISTOIRE NATURELLE","N/A","2118-9773","ZOOLOGY","SCIE","1,656","1.3","Q2","0.56","97.32"%," 75/182 ","1.3","Q2","1.2","0.4",
"AMPHIBIA-REPTILIA","AMPHIBIA-REPTILIA","BRILL","0173-5373","1568-5381","ZOOLOGY","SCIE","1,636","1.3","Q2","0.7","26.56"%," 75/182 ","1.6","Q2","1.1","0.3",
"EXPERIMENTAL ANIMALS","EXP ANIM TOKYO","INT PRESS EDITING CENTRE INC","1341-1357","1881-7122","ZOOLOGY","SCIE","1,615","1.2","Q2","0.92","96.64"%," 85/182 ","2.3","Q1","1.2","0.6",
"Journal of Ichthyology","J ICHTHYOL+","PLEIADES PUBLISHING INC","0032-9452","1555-6425","ZOOLOGY","SCIE","1,606","0.8","Q3","0.32","8.17"%," 131/182 ","0.7","Q4","0.5","0.2",
"JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION","J EXP ZOOL PART B","WILEY","1552-5007","1552-5015","ZOOLOGY","SCIE","1,576","1.7","Q2","0.67","37.76"%," 48/182 ","2","Q1","1.5","0.7",
"JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH","J ZOOL SYST EVOL RES","WILEY","0947-5745","1439-0469","ZOOLOGY","SCIE","1,558","2.6","Q1","0.78","100"%," 12/182 ","2","Q1","2.6","0.8",
"ORGANISMS DIVERSITY & EVOLUTION","ORG DIVERS EVOL","SPRINGER HEIDELBERG","1439-6092","1618-1077","ZOOLOGY","SCIE","1,553","1.9","Q1","0.8","34.92"%," 35/182 ","2","Q1","1.8","0.6",
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION","J EXP PSYCHOL-ANIM L","AMER PSYCHOLOGICAL ASSOC","2329-8456","2329-8464","ZOOLOGY","SCIE","1,545","0.9","Q3","0.5","32.88"%," 116/182 ","1.5","Q2","0.8","0.3",
"ZOOLOGICHESKY ZHURNAL","ZOOL ZH","MAIK NAUKA-INTERPERIODICA PUBL","0044-5134","N/A","ZOOLOGY","SCIE","1,541","0.3","Q4","0.18","0.29"%," 177/182 ","0.3","Q4","0.2","<0.1",
"ANNALES ZOOLOGICI FENNICI","ANN ZOOL FENN","FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD","0003-455X","1797-2450","ZOOLOGY","SCIE","1,518","0.8","Q3","0.43","0"%," 131/182 ","1.1","Q3","0.8","0.2",
"ACTA AMAZONICA","ACTA AMAZON","INST NACIONAL PESQUISAS AMAZONIA","0044-5967","1809-4392","ZOOLOGY","SCIE","1,514","0.8","Q3","0.31","95.62"%," 131/182 ","1","Q3","0.8","0.3",
"COMPARATIVE MEDICINE","COMPARATIVE MED","AMER ASSOC LABORATORY ANIMAL SCIENCE","1532-0820","1532-0820","ZOOLOGY","SCIE","1,500","1.1","Q3","0.62","0"%," 96/182 ","1.5","Q2","1","0.2",
"AQUATIC MAMMALS","AQUAT MAMM","EUROPEAN ASSOC AQUATIC MAMMALS","0167-5427","N/A","ZOOLOGY","SCIE","1,420","0.9","Q3","0.39","2.26"%," 116/182 ","1.2","Q3","0.7","0.4",
"INVERTEBRATE SYSTEMATICS","INVERTEBR SYST","CSIRO PUBLISHING","1445-5226","1447-2600","ZOOLOGY","SCIE","1,410","1.9","Q1","0.92","17.54"%," 35/182 ","1.9","Q2","1.9","0.7",
"FOLIA PRIMATOLOGICA","FOLIA PRIMATOL","BRILL","0015-5713","1421-9980","ZOOLOGY","SCIE","1,353","0.8","Q3","0.71","8.86"%," 131/182 ","1.3","Q2","0.7","0.8",
"TURKISH JOURNAL OF ZOOLOGY","TURK J ZOOL","Tubitak Scientific & Technological Research Council Turkey","1300-0179","1303-6114","ZOOLOGY","SCIE","1,319","1.7","Q2","0.77","9.3"%," 48/182 ","1.1","Q3","1.6","0.3",
"Check List","CHECK LIST","PENSOFT PUBLISHERS","1809-127X","1809-127X","ZOOLOGY","ESCI","1,302","0.6","Q4","0.22","96.96"%," 154/182 ","N/A","N/A","0.5","0.1",
"PACIFIC SCIENCE","PAC SCI","UNIV HAWAII PRESS","0030-8870","1534-6188","ZOOLOGY","SCIE","1,255","0.4","Q4","0.27","7.14"%," 171/182 ","0.5","Q4","0.4","0.2",
"ACTA ZOOLOGICA","ACTA ZOOL-STOCKHOLM","WILEY","0001-7272","1463-6395","ZOOLOGY","SCIE","1,240","1.3","Q2","0.66","13.46"%," 75/182 ","1.2","Q3","1.1","0.3",
"JOURNAL OF MAMMALIAN EVOLUTION","J MAMM EVOL","SPRINGER","1064-7554","1573-7055","ZOOLOGY","SCIE","1,202","2.1","Q1","0.84","20.29"%," 24/182 ","1.9","Q2","1.9","0.7",
"ZOOMORPHOLOGY","ZOOMORPHOLOGY","SPRINGER","0720-213X","1432-234X","ZOOLOGY","SCIE","1,130","1.1","Q3","0.7","30.23"%," 96/182 ","1.2","Q3","1.1","0.3",
"ETHOLOGY ECOLOGY & EVOLUTION","ETHOL ECOL EVOL","TAYLOR & FRANCIS LTD","0394-9370","1828-7131","ZOOLOGY","SCIE","1,113","1.1","Q3","0.56","8.65"%," 96/182 ","1.3","Q2","1.1","0.3",
"Zoologia","ZOOLOGIA-CURITIBA","SOC BRASILEIRA ZOOLOGIA, UNIV FEDERAL PARANA","1984-4689","1984-4689","ZOOLOGY","SCIE","1,088","1.8","Q1","0.54","100"%," 42/182 ","1.3","Q2","1.3","1.4",
"ICHTHYOLOGICAL RESEARCH","ICHTHYOL RES","SPRINGER JAPAN KK","1341-8998","1616-3915","ZOOLOGY","SCIE","1,077","1","Q3","0.33","14.73"%," 107/182 ","1.1","Q3","0.8","0.5",
"BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING","BIOACOUSTICS","TAYLOR & FRANCIS LTD","0952-4622","2165-0586","ZOOLOGY","SCIE","1,054","2.1","Q1","0.97","22.37"%," 24/182 ","2","Q1","2","0.3",
"HYSTRIX-Italian Journal of Mammalogy","HYSTRIX","ASSOC TERIOLOGICA ITALIANA","0394-1914","1825-5272","ZOOLOGY","SCIE","1,032","1.2","Q2","0.65","0"%," 85/182 ","1.5","Q2","1.2","0.4",
"Veterinary Research Forum","VET RES FORUM","URMIA UNIV","2008-8140","2322-3618","ZOOLOGY","SCIE","1,004","1.1","Q3","0.53","0"%," 96/182 ","1.2","Q3","1","0.2",
"REVUE SUISSE DE ZOOLOGIE","REV SUISSE ZOOL","MUSEUM HISTOIRE NATURELLE","0035-418X","0035-418X","ZOOLOGY","SCIE","995","0.5","Q4","0.34","94.52"%," 165/182 ","0.6","Q4","0.4","0.1",
"JOURNAL OF ETHOLOGY","J ETHOL","SPRINGER JAPAN KK","0289-0771","1439-5444","ZOOLOGY","SCIE","963","0.8","Q3","0.41","29.33"%," 131/182 ","0.9","Q3","0.7","0.4",
"AUSTRALIAN MAMMALOGY","AUST MAMMAL","CSIRO PUBLISHING","0310-0049","1836-7402","ZOOLOGY","SCIE","945","1.2","Q2","0.6","11.3"%," 85/182 ","1.2","Q3","0.9","0.5",
"Herpetological Conservation and Biology","HERPETOL CONSERV BIO","HERPETOLOGICAL CONSERVATION & BIOLOGY","2151-0733","1931-7603","ZOOLOGY","SCIE","945","0.6","Q4","0.35","0"%," 154/182 ","0.9","Q3","0.6","0.1",
"Mammal Research","MAMMAL RES","SPRINGER HEIDELBERG","2199-2401","2199-241X","ZOOLOGY","SCIE","939","1.6","Q2","0.84","33.33"%," 53/182 ","1.7","Q2","1.5","0.3",
"LEARNING & BEHAVIOR","LEARN BEHAV","SPRINGER","1543-4494","1543-4508","ZOOLOGY","SCIE","934","1.5","Q2","0.59","32.46"%," 60/182 ","1.6","Q2","1.3","0.2",
"CYBIUM","CYBIUM","SOC FRANCAISE D ICHTYOLOGIE","0399-0974","2101-0315","ZOOLOGY","SCIE","933","0.5","Q4","0.33","0"%," 165/182 ","0.7","Q4","0.4","0.4",
"Animal Cells and Systems","ANIM CELLS SYST","TAYLOR & FRANCIS LTD","1976-8354","2151-2485","ZOOLOGY","SCIE","923","3.2","Q1","1.07","98.43"%," 9/182 ","2.5","Q1","2.3","0.5",
"CHELONIAN CONSERVATION AND BIOLOGY","CHELONIAN CONSERV BI","ALLEN PRESS INC","1071-8443","1943-3956","ZOOLOGY","SCIE","902","0.8","Q3","0.38","98.84"%," 131/182 ","1","Q3","0.7","0.2",
"INVERTEBRATE REPRODUCTION & DEVELOPMENT","INVERTEBR REPROD DEV","TAYLOR & FRANCIS LTD","0792-4259","2157-0272","ZOOLOGY","SCIE","869","0.8","Q3","0.36","0"%," 131/182 ","1.2","Q3","0.8","0.1",
"INVERTEBRATE BIOLOGY","INVERTEBR BIOL","AMER MICROSCOPICAL SOC","1077-8306","1744-7410","ZOOLOGY","SCIE","864","1","Q3","0.49","26.32"%," 107/182 ","1.2","Q3","1","0.1",
"NEW ZEALAND JOURNAL OF ZOOLOGY","NEW ZEAL J ZOOL","TAYLOR & FRANCIS LTD","0301-4223","1175-8821","ZOOLOGY","SCIE","861","1.1","Q3","0.57","32.58"%," 96/182 ","1.1","Q3","0.7","0.3",
"STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT","STUD NEOTROP FAUNA E","TAYLOR & FRANCIS LTD","0165-0521","1744-5140","ZOOLOGY","SCIE","856","0.8","Q3","0.45","4.79"%," 131/182 ","1","Q3","0.7","0.2",
"ACTA CHIROPTEROLOGICA","ACTA CHIROPTEROL","MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES","1508-1109","1733-5329","ZOOLOGY","SCIE","849","0.7","Q4","0.4","0"%," 149/182 ","0.9","Q3","0.6","0.3",
