"Journal Data Filtered By:  Selected Categories: ECOLOGY Selected Editions: SCIE Selected JCR Year: 2021 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold,JIF Rank,5 Year JIF,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
"ECOLOGICAL ENGINEERING","ECOL ENG","0925-8574","1872-6992","ECOLOGY - SCIE","25,821","4.379","Q2","0.75","4.83"%," 47/173 ","5.191","4.158","0.94"," 79/189 ","58.47","0.015","3.142","0.741","73.12","Q2","284","97.18"%,"6.8","9.2","276",
"OIKOS","OIKOS","0030-1299","1600-0706","ECOLOGY - SCIE","25,612","4.254","Q2","1.01","22.26"%," 53/173 ","3.988","4.121","0.601"," 47/189 ","75.4","0.009","1.943","1.114","69.65","Q2","218","99.54"%,"15.9","10.3","217",
"Biogeosciences","BIOGEOSCIENCES","1726-4170","1726-4189","ECOLOGY - SCIE","25,349","5.092","Q1","1.18","99.05"%," 37/173 ","5.157","4.728","1.167"," 31/189 ","83.86","0.024","5.091","1.396","78.9","Q1","335","97.91"%,"7.2","10.1","328",
"Annual Review of Ecology Evolution and Systematics","ANNU REV ECOL EVOL S","1543-592X","1545-2069","ECOLOGY - SCIE","24,135","14.34","Q1","1.31","0"%," 3/173 ","20.636","14.2","0.793"," 25/189 ","87.04","0.008","1.642","6.683","98.55","Q1","29","0"%,"18.4","8.6","0",
"Methods in Ecology and Evolution","METHODS ECOL EVOL","2041-210X","2041-2096","ECOLOGY - SCIE","24,026","8.335","Q1","1.83","34.36"%," 10/173 ","11.542","7.943","1.132"," 9/189 ","95.5","0.031","6.669","3.376","94.51","Q1","243","91.36"%,"6.2","7.1","222",
"Ecology and Evolution","ECOL EVOL","2045-7758","2045-7758","ECOLOGY - SCIE","23,690","3.167","Q2","0.68","96.06"%," 75/173 ","3.445","2.992","0.643"," 88/189 ","53.7","0.041","8.659","0.853","56.94","Q2","1,308","96.94"%,"4","10.5","1,268",
"ECOLOGICAL MODELLING","ECOL MODEL","0304-3800","1872-7026","ECOLOGY - SCIE","23,647","3.512","Q2","0.8","13.26"%," 67/173 ","3.554","3.237","0.779"," 72/189 ","62.17","0.01","2.049","0.722","61.56","Q2","249","97.19"%,"12.5","10.3","242",
"FUNCTIONAL ECOLOGY","FUNCT ECOL","0269-8463","1365-2435","ECOLOGY - SCIE","22,359","6.282","Q1","1.32","19.32"%," 24/173 ","6.607","6.065","0.982"," 24/189 ","87.57","0.018","3.918","1.764","86.42","Q1","226","96.46"%,"9.3","9.3","218",
"JOURNAL OF ANIMAL ECOLOGY","J ANIM ECOL","0021-8790","1365-2656","ECOLOGY - SCIE","21,334","5.606","Q1","2.04","26.56"%," 29/173 ","5.655","5.364","1.214"," 7/189 ","96.56","0.014","2.913","1.676","83.53","Q1","224","97.77"%,"12.7","9.4","219",
"JOURNAL OF BIOGEOGRAPHY","J BIOGEOGR","0305-0270","1365-2699","ECOLOGY - SCIE","19,870","4.81","Q1","1.16","17.8"%," 41/173 ","4.752","4.473","0.845"," 32/189 ","83.33","0.014","2.916","1.261","76.59","Q1","194","100"%,"10.4","9.9","194",
"GLOBAL ECOLOGY AND BIOGEOGRAPHY","GLOBAL ECOL BIOGEOGR","1466-822X","1466-8238","ECOLOGY - SCIE","17,986","6.909","Q1","1.8","21.56"%," 16/173 ","8.026","6.624","1.125"," 10/189 ","94.97","0.015","3.293","2.255","91.04","Q1","184","97.83"%,"8.3","8.5","180",
"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","J EXP MAR BIOL ECOL","0022-0981","1879-1697","ECOLOGY - SCIE","17,743","2.476","Q3","0.74","8.26"%," 101/173 ","2.837","2.421","0.422"," 80/189 ","57.94","0.005","0.968","0.647","41.91","Q3","109","100"%,"15","12.7","109",
"ECOGRAPHY","ECOGRAPHY","0906-7590","1600-0587","ECOLOGY - SCIE","17,627","6.802","Q1","1.5","69.45"%," 18/173 ","7.739","6.48","0.965"," 18/189 ","90.74","0.017","3.61","2.179","89.88","Q1","144","91.67"%,"8.3","8.5","132",
"FRESHWATER BIOLOGY","FRESHWATER BIOL","0046-5070","1365-2427","ECOLOGY - SCIE","17,200","3.538","Q2","1.05","16.39"%," 66/173 ","4.061","3.328","0.692"," 41/189 ","78.57","0.007","1.559","0.92","62.14","Q2","159","96.86"%,"11.9","11.1","154",
"ECOLOGY AND SOCIETY","ECOL SOC","1708-3087","N/A","ECOLOGY - SCIE","16,035","4.653","Q1","1.05","98.02"%," 42/173 ","6.486","4.294","0.906"," 41/189 ","78.57","0.011","2.317","1.432","76.01","Q1","139","98.56"%,"8.1","8.3","137",
"Nature Ecology & Evolution","NAT ECOL EVOL","2397-334X","2397-334X","ECOLOGY - SCIE","15,584","19.1","Q1","3.62","7.94"%," 2/173 ","18.622","18.774","4.428"," 1/189 ","99.74","0.051","10.996","6.761","99.13","Q1","145","97.93"%,"3.1","8","142",
"BIODIVERSITY AND CONSERVATION","BIODIVERS CONSERV","0960-3115","1572-9710","ECOLOGY - SCIE","15,361","4.296","Q2","0.79","24.26"%," 52/173 ","4.416","4.167","0.7"," 74/189 ","61.11","0.009","1.823","0.951","70.23","Q2","227","92.51"%,"10.7","9.7","210",
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","1540-9295","1540-9309","ECOLOGY - SCIE","15,209","13.78","Q1","1.85","44.07"%," 4/173 ","15.827","13.541","2.412"," 8/189 ","96.03","0.011","2.248","4.071","97.98","Q1","68","66.18"%,"9.2","6.6","45",
"Molecular Ecology Resources","MOL ECOL RESOUR","1755-098X","1755-0998","ECOLOGY - SCIE","15,145","8.678","Q1","1.62","28.21"%," 9/173 ","8.984","7.872","1.483"," 13/189 ","93.39","0.016","3.321","2.327","95.09","Q1","240","98.33"%,"6.6","7.4","236",
"MICROBIAL ECOLOGY","MICROB ECOL","0095-3628","1432-184X","ECOLOGY - SCIE","14,485","4.192","Q2","1.16","15.27"%," 56/173 ","4.608","4.002","0.698"," 32/189 ","83.33","0.008","1.679","0.865","67.92","Q2","278","97.48"%,"9.1","7.7","271",
"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","BEHAV ECOL SOCIOBIOL","0340-5443","1432-0762","ECOLOGY - SCIE","14,307","2.944","Q2","0.99","27.19"%," 86/173 ","3.021","2.74","0.761"," 51/189 ","73.28","0.007","1.556","0.882","50.58","Q2","163","96.32"%,"13.8","12.4","157",
"ECOLOGICAL MONOGRAPHS","ECOL MONOGR","0012-9615","1557-7015","ECOLOGY - SCIE","14,142","9.814","Q1","2.22","25.93"%," 8/173 ","10.989","9.674","1.633"," 5/189 ","97.62","0.006","1.211","3.189","95.66","Q1","49","89.8"%,"16.8","10.9","44",
"Biology Letters","BIOL LETTERS","1744-9561","1744-957X","ECOLOGY - SCIE","13,630","3.812","Q2","0.89","N/A"," 62/173 ","4.329","3.739","0.731"," 60/189 ","68.52","0.013","2.821","1.312","64.45","Q1","156","96.15"%,"8.5","9.5","150",
"LANDSCAPE ECOLOGY","LANDSCAPE ECOL","0921-2973","1572-9761","ECOLOGY - SCIE","13,472","5.043","Q1","1.09","25.54"%," 38/173 ","5.586","4.515","0.876"," 37/189 ","80.69","0.009","1.9","1.095","78.32","Q2","201","94.53"%,"8.4","8.9","190",
"BIOLOGICAL INVASIONS","BIOL INVASIONS","1387-3547","1573-1464","ECOLOGY - SCIE","13,450","3.605","Q2","0.82","19.95"%," 64/173 ","3.906","3.302","0.727"," 68/189 ","64.29","0.01","2.233","0.818","63.29","Q2","253","96.84"%,"7.6","10.4","245",
"Ecosphere","ECOSPHERE","2150-8925","2150-8925","ECOLOGY - SCIE","12,509","3.593","Q2","0.82","95.73"%," 65/173 ","4.057","3.41","0.738"," 68/189 ","64.29","0.018","3.915","0.991","62.72","Q2","511","100"%,"4.8","10.5","511",
"JOURNAL OF WILDLIFE MANAGEMENT","J WILDLIFE MANAGE","0022-541X","1937-2817","ECOLOGY - SCIE","12,495","2.586","Q3","0.95","15.83"%," 97/173 ","2.581","2.303","0.65"," 53/189 ","72.22","0.004","0.84","0.58","44.22","Q3","120","96.67"%,"14.8","12","116",
"ECOSYSTEMS","ECOSYSTEMS","1432-9840","1435-0629","ECOLOGY - SCIE","12,357","4.345","Q2","1.13","24.73"%," 50/173 ","4.921","4.204","0.717"," 35/189 ","81.75","0.007","1.557","1.187","71.39","Q2","138","98.55"%,"10.8","9.7","136",
"DIVERSITY AND DISTRIBUTIONS","DIVERS DISTRIB","1366-9516","1472-4642","ECOLOGY - SCIE","12,239","5.714","Q1","1.28","92.34"%," 27/173 ","5.864","5.461","1.307"," 27/189 ","85.98","0.009","1.97","1.4","84.68","Q1","192","97.4"%,"8.3","8.5","187",
"JOURNAL OF CHEMICAL ECOLOGY","J CHEM ECOL","0098-0331","1573-1561","ECOLOGY - SCIE","12,239","2.793","Q3","0.58","22.79"%," 90/173 ","2.97","2.586","0.698"," 105/189 ","44.71","0.003","0.678","0.619","48.27","Q3","96","96.88"%,"15.6","11.7","93",
"BEHAVIORAL ECOLOGY","BEHAV ECOL","1045-2249","1465-7279","ECOLOGY - SCIE","11,735","3.087","Q2","1","14.47"%," 80/173 ","3.214","2.893","1.261"," 49/189 ","74.34","0.008","1.654","0.929","54.05","Q2","142","97.18"%,"10.9","12.1","138",
"JOURNAL OF ARID ENVIRONMENTS","J ARID ENVIRON","0140-1963","1095-922X","ECOLOGY - SCIE","11,628","2.759","Q3","0.58","5.42"%," 92/173 ","2.837","2.571","1.035"," 105/189 ","44.71","0.004","0.871","0.561","47.11","Q3","260","97.31"%,"12.3","10.6","253",
"JOURNAL OF EVOLUTIONARY BIOLOGY","J EVOLUTION BIOL","1010-061X","1420-9101","ECOLOGY - SCIE","11,610","2.516","Q3","0.6","25.94"%," 99/173 ","2.695","2.358","0.844"," 100/189 ","47.35","0.007","1.458","0.833","43.06","Q2","141","97.16"%,"10.8","11.3","137",
"HEREDITY","HEREDITY","0018-067X","1365-2540","ECOLOGY - SCIE","11,502","3.832","Q2","0.92","33.33"%," 61/173 ","4.412","3.756","0.696"," 56/189 ","70.63","0.007","1.408","1.196","65.03","Q1","92","94.57"%,"12.4","10.1","87",
"JOURNAL OF VEGETATION SCIENCE","J VEG SCI","1100-9233","1654-1103","ECOLOGY - SCIE","10,230","3.389","Q2","0.92","15.63"%," 69/173 ","3.699","3.13","0.661"," 56/189 ","70.63","0.005","0.975","0.827","60.4","Q2","124","100"%,"13","10.2","124",
"Ecosystem Services","ECOSYST SERV","2212-0416","2212-0416","ECOLOGY - SCIE","10,132","6.91","Q1","1.38","23.69"%," 15/173 ","8.521","6.146","1.314"," 21/189 ","89.15","0.011","2.282","1.359","91.62","Q1","156","89.1"%,"4.5","6.7","139",
"RESTORATION ECOLOGY","RESTOR ECOL","1061-2971","1526-100X","ECOLOGY - SCIE","8,550","4.181","Q2","0.88","16.03"%," 57/173 ","4.241","3.427","0.665"," 62/189 ","67.46","0.006","1.367","0.812","67.34","Q2","260","93.08"%,"7.7","8.7","242",
"POLAR BIOLOGY","POLAR BIOL","0722-4060","1432-2056","ECOLOGY - SCIE","8,140","2.198","Q3","0.59","22.36"%," 113/173 ","2.493","1.891","0.387"," 104/189 ","45.24","0.005","1.06","0.535","34.97","Q3","191","97.91"%,"10.1","12.4","187",
"BIOTROPICA","BIOTROPICA","0006-3606","1744-7429","ECOLOGY - SCIE","8,107","2.858","Q3","0.62","10"%," 89/173 ","3.399","2.631","0.66"," 97/189 ","48.94","0.004","0.831","0.8","48.84","Q2","147","95.24"%,"14.3","10.6","140",
"ECOTOXICOLOGY","ECOTOXICOLOGY","0963-9292","1573-3017","ECOLOGY - SCIE","7,966","2.935","Q3","0.66","7.16"%," 87/173 ","3.272","2.792","0.47"," 92/189 ","51.59","0.003","0.672","0.453","50","Q3","168","96.43"%,"8.5","9.7","162",
"Frontiers in Ecology and Evolution","FRONT ECOL EVOL","2296-701X","2296-701X","ECOLOGY - SCIE","7,755","4.493","Q2","0.81","98.92"%," 45/173 ","4.648","4.314","0.636"," 70/189 ","63.23","0.017","3.542","1.274","74.28","Q1","920","86.96"%,"2.8","9.8","800",
"ENVIRONMENTAL BIOLOGY OF FISHES","ENVIRON BIOL FISH","0378-1909","1573-5133","ECOLOGY - SCIE","7,065","1.798","Q4","0.53","7.78"%," 131/173 ","1.881","1.677","0.285"," 112/189 ","41.01","0.002","0.494","0.431","24.57","Q3","137","100"%,"16.7","12.5","137",
"PLANT ECOLOGY","PLANT ECOL","1385-0237","1573-5052","ECOLOGY - SCIE","7,004","1.99","Q3","0.57","10.1"%," 123/173 ","2.396","1.915","0.252"," 107/189 ","43.65","0.003","0.557","0.504","29.19","Q3","107","98.13"%,"12.7","11.8","105",
"Global Ecology and Conservation","GLOB ECOL CONSERV","N/A","2351-9894","ECOLOGY - SCIE","6,394","3.969","Q2","0.91","99.57"%," 59/173 ","4.38","3.745","0.625"," 58/189 ","69.58","0.01","2.056","0.856","66.18","Q2","546","96.15"%,"2.6","8.9","525",
"WETLANDS","WETLANDS","0277-5212","1943-6246","ECOLOGY - SCIE","6,056","2.074","Q3","0.44","11.82"%," 119/173 ","2.5","1.971","0.458"," 129/189 ","32.01","0.003","0.683","0.492","31.5","Q3","118","95.76"%,"10.3","10.4","113",
"JOURNAL OF SOIL AND WATER CONSERVATION","J SOIL WATER CONSERV","0022-4561","1941-3300","ECOLOGY - SCIE","5,866","3.209","Q2","0.62","1.46"%," 74/173 ","3.816","3.007","0.698"," 97/189 ","48.94","0.002","0.53","0.705","57.51","Q2","53","98.11"%,"11.9","9.6","52",
"AUSTRAL ECOLOGY","AUSTRAL ECOL","1442-9985","1442-9993","ECOLOGY - SCIE","5,452","1.771","Q4","0.47","2.21"%," 134/173 ","1.923","1.69","0.5"," 122/189 ","35.71","0.002","0.5","0.448","22.83","Q3","136","97.06"%,"13.9","11.4","132",
"BIOCHEMICAL SYSTEMATICS AND ECOLOGY","BIOCHEM SYST ECOL","0305-1978","1873-2925","ECOLOGY - SCIE","5,199","1.462","Q4","0.3","1.91"%," 141/173 ","1.394","1.287","0.443"," 149/189 ","21.43","0.001","0.29","0.208","18.79","Q4","140","99.29"%,"11.8","10.7","139",
"EUROPEAN JOURNAL OF SOIL BIOLOGY","EUR J SOIL BIOL","1164-5563","1778-3615","ECOLOGY - SCIE","4,744","3.232","Q2","0.73","6.04"%," 73/173 ","4.009","3.125","0.871"," 82/189 ","56.88","0.002","0.45","0.664","58.09","Q3","70","100"%,"9","9.2","70",
"PALEOBIOLOGY","PALEOBIOLOGY","0094-8373","1938-5331","ECOLOGY - SCIE","4,634","3.153","Q2","0.85","40.35"%," 78/173 ","2.788","3.014","2"," 65/189 ","65.87","0.002","0.415","1.06","55.2","Q2","42","97.62"%,"21.1","14.7","41",
"ECOLOGICAL RESEARCH","ECOL RES","0912-3814","1440-1703","ECOLOGY - SCIE","4,620","2.056","Q3","0.5","19.73"%," 121/173 ","2.253","1.94","0.608"," 115/189 ","39.42","0.002","0.506","0.475","30.35","Q3","79","98.73"%,"10.8","11.2","78",
"ANIMAL CONSERVATION","ANIM CONSERV","1367-9430","1469-1795","ECOLOGY - SCIE","4,596","4.371","Q2","0.96","16.46"%," 48/173 ","4.096","4.233","0.702"," 52/189 ","72.75","0.003","0.646","1.02","72.54","Q2","84","97.62"%,"10.7","8.8","82",
"BASIC AND APPLIED ECOLOGY","BASIC APPL ECOL","1439-1791","1618-0089","ECOLOGY - SCIE","4,445","3.735","Q2","0.86","23.11"%," 63/173 ","3.899","3.513","1.045"," 63/189 ","66.93","0.003","0.6","0.9","63.87","Q2","134","97.01"%,"9.5","9","130",
"URBAN ECOSYSTEMS","URBAN ECOSYST","1083-8155","1573-1642","ECOLOGY - SCIE","4,433","2.686","Q3","0.71","18.7"%," 95/173 ","3.246","2.489","0.571"," 85/189 ","55.29","0.003","0.677","0.57","45.38","Q3","105","99.05"%,"6.7","9.2","104",
"ORYX","ORYX","0030-6053","1365-3008","ECOLOGY - SCIE","4,403","2.957","Q2","0.81","41.69"%," 84/173 ","3.093","2.793","1.607"," 70/189 ","63.23","0.003","0.683","0.767","51.73","Q2","107","94.39"%,"8.8","10","101",
"AQUATIC MICROBIAL ECOLOGY","AQUAT MICROB ECOL","0948-3055","1616-1564","ECOLOGY - SCIE","4,383","1.263","Q4","0.43","8.82"%," 146/173 ","1.888","1.237","0.192"," 131/189 ","30.95","0.001","0.166","0.481","15.9","Q3","26","92.31"%,"14.9","8.9","24",
"FLORA","FLORA","0367-2530","1618-0585","ECOLOGY - SCIE","4,341","2.22","Q3","0.6","3.62"%," 109/173 ","2.235","1.993","0.356"," 100/189 ","47.35","0.003","0.594","0.42","37.28","Q4","160","98.13"%,"9.4","13","157",
"THEORETICAL POPULATION BIOLOGY","THEOR POPUL BIOL","0040-5809","1096-0325","ECOLOGY - SCIE","4,282","1.514","Q4","0.4","15"%," 139/173 ","1.658","1.383","0.364"," 137/189 ","27.78","0.002","0.356","0.682","19.94","Q2","33","100"%,"21.9","13.4","33",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","ECOLOGY - SCIE","4,250","5.254","Q1","0.9","14.29"%," 34/173 ","6.008","5.039","1.903"," 59/189 ","69.05","0.007","1.544","1.542","80.64","Q1","103","98.06"%,"4.2","6","101",
"Fungal Ecology","FUNGAL ECOL","1754-5048","1878-0083","ECOLOGY - SCIE","4,139","4.204","Q2","1.06","9.24"%," 55/173 ","5.271","4.063","1.017"," 40/189 ","79.1","0.005","1.015","1.085","68.5","Q2","58","98.28"%,"5.6","9.8","57",
"JOURNAL OF NATURAL HISTORY","J NAT HIST","0022-2933","1464-5262","ECOLOGY - SCIE","4,133","0.947","Q4","0.35","3.34"%," 153/173 ","1.023","0.911","0.083"," 146/189 ","23.02","0.002","0.412","0.278","11.85","Q4","145","93.1"%,"15.5","17","135",
"WILDLIFE RESEARCH","WILDLIFE RES","1035-3712","1448-5494","ECOLOGY - SCIE","4,014","2.178","Q3","0.93","12.1"%," 114/173 ","2.483","1.935","0.392"," 54/189 ","71.69","0.002","0.4","0.529","34.39","Q3","79","96.2"%,"11.6","10","76",
"Ecohydrology","ECOHYDROLOGY","1936-0584","1936-0592","ECOLOGY - SCIE","3,962","3.166","Q2","0.67","12.34"%," 76/173 ","3.369","2.965","0.684"," 90/189 ","52.65","0.004","0.813","0.706","56.36","Q2","117","97.44"%,"6","9.6","114",
"EVOLUTIONARY ECOLOGY","EVOL ECOL","0269-7653","1573-8477","ECOLOGY - SCIE","3,932","2.074","Q3","0.49","12.57"%," 119/173 ","2.445","2.017","0.522"," 117/189 ","38.36","0.002","0.393","0.667","31.5","Q2","46","100"%,"13.1","12.8","46",
"AMERICAN MIDLAND NATURALIST","AM MIDL NAT","0003-0031","1938-4238","ECOLOGY - SCIE","3,883","0.731","Q4","0.2","0"%," 164/173 ","0.878","0.667","0.075"," 163/189 ","14.02","0.001","0.109","0.219","5.49","Q4","40","100"%,"30.9","15.3","40",
"Diversity-Basel","DIVERSITY-BASEL","N/A","1424-2818","ECOLOGY - SCIE","3,883","3.029","Q2","0.66","95.47"%," 82/173 ","2.905","2.699","0.588"," 92/189 ","51.59","0.005","1.057","0.581","52.89","Q3","638","88.71"%,"2.4","11.2","566",
"Ecological Informatics","ECOL INFORM","1574-9541","1878-0512","ECOLOGY - SCIE","3,848","4.498","Q2","1.04","9.96"%," 44/173 ","4.18","4.215","0.966"," 43/189 ","77.51","0.003","0.724","0.748","74.86","Q2","263","97.72"%,"5.1","6.6","257",
"JOURNAL OF TROPICAL ECOLOGY","J TROP ECOL","0266-4674","1469-7831","ECOLOGY - SCIE","3,828","1.8","Q4","0.38","6.82"%," 130/173 ","1.938","1.767","0.286"," 142/189 ","25.13","0.001","0.183","0.466","25.14","Q3","28","100"%,"17","11.7","28",
"ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","ACTA OECOL","1146-609X","1873-6238","ECOLOGY - SCIE","3,783","1.93","Q3","0.45","3.91"%," 125/173 ","1.996","1.86","0.484"," 125/189 ","34.13","0.002","0.399","0.426","28.03","Q3","95","95.79"%,"11","11.7","91",
"BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY","B AM MUS NAT HIST","0003-0090","1937-3546","ECOLOGY - SCIE","3,624","4.548","Q1","0.84","0"%," 43/173 ","3.695","4.484","2.364"," 66/189 ","65.34","0.001","0.134","1.122","75.43","Q2","11","90.91"%,"32.7","19.1","10",
"Rangeland Ecology & Management","RANGELAND ECOL MANAG","1550-7424","1551-5028","ECOLOGY - SCIE","3,343","2.398","Q3","0.52","17.14"%," 102/173 ","2.713","2.028","0.813"," 113/189 ","40.48","0.002","0.456","0.481","41.33","Q3","134","98.51"%,"7.6","10.9","132",
"MAMMAL REVIEW","MAMMAL REV","0305-1838","1365-2907","ECOLOGY - SCIE","3,156","5.373","Q1","1.23","20.8"%," 32/173 ","5.475","5.205","1.119"," 30/189 ","84.39","0.002","0.435","1.322","81.79","Q1","42","7.14"%,"10.5","10.3","3",
